""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"2900"	"Unsupervised Dependency Parsing"	"2010.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"353"	"0"	"1"	"0"
"2901"	"Unsupervised Dependency Parsing"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"6822"	"0"	"1"	"0"
"2902"	"Unsupervised Dependency Parsing"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"12115"	"0"	"1"	"0"
"2903"	"Unsupervised Dependency Parsing"	"2018.0"	"0.0"	"1.0"	"0.0"	"3.0"	"0.0"	"1.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"0"	"1"	"0"
"2904"	"Unsupervised Domain Adaptation"	"2012.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	"4735"	"1"	"0"	"1"
"2905"	"Unsupervised Domain Adaptation"	"2014.0"	"0.0"	"6.0"	"0.0"	"6.0"	"0.0"	"6.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"9766"	"1"	"0"	"1"
"2906"	"Unsupervised Domain Adaptation"	"2015.0"	"0.0"	"12.0"	"0.0"	"6.0"	"0.0"	"12.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"12115"	"1"	"0"	"1"
"2907"	"Unsupervised Domain Adaptation"	"2016.0"	"0.0"	"53.0"	"0.0"	"0.0"	"0.0"	"53.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"1"
"2908"	"Unsupervised Domain Adaptation"	"2018.0"	"0.0"	"138.0"	"0.0"	"0.0"	"0.0"	"138.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"1"
"2909"	"Unsupervised Domain Adaptation"	"2020.0"	"0.0"	"371.0"	"0.0"	"0.0"	"0.0"	"371.0"	"2012.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"1"
"2910"	"Unsupervised Domain Adaptation"	"2021.0"	"0.0"	"268.0"	"0.0"	"0.0"	"0.0"	"268.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"1"
"2911"	"Unsupervised Facial Landmark Detection"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2912"	"Unsupervised Facial Landmark Detection"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2913"	"Unsupervised Facial Landmark Detection"	"2019.0"	"0.0"	"2.0"	"0.0"	"4.0"	"0.0"	"2.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2914"	"Unsupervised Facial Landmark Detection"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2915"	"Unsupervised Image Classification"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"1"
"2916"	"Unsupervised Image Classification"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"1"
"2917"	"Unsupervised Image Classification"	"2018.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"1"
"2918"	"Unsupervised Image Classification"	"2020.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"1"
"2919"	"Unsupervised Image Classification"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"1"
"2920"	"Unsupervised Image-To-Image Translation"	"2014.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"2921"	"Unsupervised Image-To-Image Translation"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2922"	"Unsupervised Image-To-Image Translation"	"2017.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2923"	"Unsupervised Image-To-Image Translation"	"2018.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2924"	"Unsupervised Image-To-Image Translation"	"2020.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2925"	"Unsupervised Image-To-Image Translation"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2926"	"Unsupervised KG-to-text"	"2019.0"	"0.0"	"1.0"	"0.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"0"	"1"	"0"
"2927"	"Unsupervised MNIST"	"2015.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"1"
"2928"	"Unsupervised MNIST"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"2929"	"Unsupervised MNIST"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"1"
"2930"	"Unsupervised MNIST"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"2931"	"Unsupervised MNIST"	"2019.0"	"0.0"	"3.0"	"0.0"	"6.0"	"0.0"	"3.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"0"	"0"	"1"
"2932"	"Unsupervised MNIST"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"1"
"2933"	"Unsupervised Person Re-Identification"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2934"	"Unsupervised Person Re-Identification"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2935"	"Unsupervised Person Re-Identification"	"2019.0"	"0.0"	"13.0"	"0.0"	"8.0"	"0.0"	"13.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2936"	"Unsupervised Person Re-Identification"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2937"	"Unsupervised Person Re-Identification"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2938"	"Unsupervised Representation Learning"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"2939"	"Unsupervised Representation Learning"	"2019.0"	"0.0"	"1.0"	"0.0"	"3.0"	"0.0"	"1.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"0"	"0"	"1"
"2940"	"Unsupervised Representation Learning"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"1"
"2941"	"Unsupervised Semantic Segmentation"	"2019.0"	"0.0"	"1.0"	"0.0"	"3.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2942"	"Unsupervised Semantic Segmentation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2943"	"Unsupervised Semantic Segmentation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2944"	"Unsupervised semantic parsing"	"2019.0"	"0.0"	"1.0"	"0.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"0"	"1"	"0"
"2945"	"Valence Estimation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"2946"	"Vehicle Key-Point and Orientation Estimation"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2019.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2947"	"Vehicle Pose Estimation"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"2948"	"Vehicle Pose Estimation"	"2016.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2949"	"Vehicle Pose Estimation"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2950"	"Vehicle Pose Estimation"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2951"	"Vehicle Pose Estimation"	"2019.0"	"0.0"	"27.0"	"0.0"	"11.0"	"0.0"	"27.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2952"	"Vehicle Pose Estimation"	"2020.0"	"0.0"	"36.0"	"0.0"	"0.0"	"0.0"	"36.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2953"	"Vehicle Pose Estimation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2954"	"Video Alignment"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2955"	"Video Captioning"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"2956"	"Video Captioning"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"2957"	"Video Captioning"	"2016.0"	"0.0"	"22.0"	"0.0"	"0.0"	"0.0"	"22.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2958"	"Video Captioning"	"2017.0"	"0.0"	"25.0"	"0.0"	"0.0"	"0.0"	"25.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2959"	"Video Classification"	"2019.0"	"0.0"	"28.0"	"0.0"	"30.0"	"67.0"	"95.0"	"2012.0"	"0.417910447761194"	"0.0"	"0.29473684210526313"	"0.0"	"49025"	"1"	"0"	"0"
"2960"	"Video Classification"	"2020.0"	"0.0"	"31.0"	"0.0"	"0.0"	"87.0"	"118.0"	"2012.0"	"0.3563218390804598"	""	"0.2627118644067797"	""	"63637"	"1"	"0"	"0"
"2961"	"Video Classification"	"2021.0"	"0.0"	"21.0"	"0.0"	"0.0"	"64.0"	"85.0"	"2012.0"	"0.328125"	""	"0.24705882352941178"	""	"37713"	"1"	"0"	"0"
"2962"	"Video Compression"	"2017.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2013.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2963"	"Video Compression"	"2018.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2013.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2964"	"Video Compression"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"2.0"	"11.0"	"2013.0"	"4.5"	""	"0.8181818181818182"	""	"63637"	"1"	"0"	"0"
"2965"	"Video Compressive Sensing"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2011.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2966"	"Video Compressive Sensing"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2011.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2967"	"Video Denoising"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2968"	"Video Denoising"	"2019.0"	"0.0"	"6.0"	"0.0"	"4.0"	"0.0"	"6.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2969"	"Video Denoising"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2970"	"Video Description"	"2017.0"	"0.0"	"5.0"	"0.0"	"0.0"	"4.0"	"9.0"	"2011.0"	"1.25"	""	"0.5555555555555556"	""	"23430"	"1"	"0"	"0"
"2971"	"Video Description"	"2018.0"	"0.0"	"22.0"	"0.0"	"0.0"	"8.0"	"30.0"	"2011.0"	"2.75"	""	"0.7333333333333333"	""	"36754"	"1"	"0"	"0"
"2972"	"Video Description"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"10.0"	"14.0"	"2011.0"	"0.4"	""	"0.2857142857142857"	""	"63637"	"1"	"0"	"0"
"2973"	"Video Description"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2.0"	"5.0"	"2011.0"	"1.5"	""	"0.6"	""	"37713"	"1"	"0"	"0"
"2974"	"Video Enhancement"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2975"	"Video Frame Interpolation"	"2017.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2976"	"Video Frame Interpolation"	"2018.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"23.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2977"	"Video Frame Interpolation"	"2019.0"	"0.0"	"16.0"	"0.0"	"19.0"	"0.0"	"16.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2978"	"Video Frame Interpolation"	"2020.0"	"0.0"	"32.0"	"0.0"	"0.0"	"0.0"	"32.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2979"	"Video Generation"	"2016.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2016.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2980"	"Video Generation"	"2017.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2016.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2981"	"Video Generation"	"2018.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"23.0"	"2016.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2982"	"Video Generation"	"2019.0"	"0.0"	"34.0"	"0.0"	"32.0"	"0.0"	"34.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2983"	"Video Generation"	"2020.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2984"	"Video Generation"	"2021.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"23.0"	"2016.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2985"	"Video Inpainting"	"2019.0"	"0.0"	"16.0"	"0.0"	"3.0"	"1.0"	"17.0"	"2013.0"	"16.0"	"0.0"	"0.9411764705882353"	"0.0"	"49025"	"1"	"0"	"0"
"2986"	"Video Inpainting"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2987"	"Video Inpainting"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"2.0"	"8.0"	"2013.0"	"3.0"	""	"0.75"	""	"37713"	"1"	"0"	"0"
"2988"	"Video Object Detection"	"2017.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2009.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2989"	"Video Object Detection"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2009.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2990"	"Video Object Detection"	"2019.0"	"0.0"	"23.0"	"0.0"	"19.0"	"0.0"	"23.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2991"	"Video Object Detection"	"2020.0"	"0.0"	"37.0"	"0.0"	"0.0"	"0.0"	"37.0"	"2009.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2992"	"Video Object Detection"	"2021.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2009.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2993"	"Video Object Segmentation"	"2018.0"	"0.0"	"9.0"	"0.0"	"0.0"	"70.0"	"79.0"	"2013.0"	"0.12857142857142856"	""	"0.11392405063291139"	""	"36754"	"1"	"0"	"0"
"2994"	"Video Object Segmentation"	"2019.0"	"0.0"	"9.0"	"0.0"	"19.0"	"89.0"	"98.0"	"2013.0"	"0.10112359550561797"	"0.0"	"0.09183673469387756"	"0.0"	"49025"	"1"	"0"	"0"
"2995"	"Video Object Segmentation"	"2020.0"	"0.0"	"17.0"	"0.0"	"0.0"	"93.0"	"110.0"	"2013.0"	"0.1827956989247312"	""	"0.15454545454545454"	""	"63637"	"1"	"0"	"0"
"2996"	"Video Object Tracking"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2997"	"Video Object Tracking"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2998"	"Video Object Tracking"	"2019.0"	"0.0"	"5.0"	"0.0"	"8.0"	"0.0"	"5.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2999"	"Video Object Tracking"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3000"	"Video Object Tracking"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3001"	"Video Prediction"	"2015.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3002"	"Video Prediction"	"2018.0"	"0.0"	"31.0"	"0.0"	"0.0"	"1.0"	"32.0"	"2015.0"	"31.0"	""	"0.96875"	""	"36754"	"1"	"0"	"0"
"3003"	"Video Prediction"	"2019.0"	"0.0"	"31.0"	"0.0"	"34.0"	"2.0"	"33.0"	"2015.0"	"15.5"	"0.0"	"0.9393939393939394"	"0.0"	"49025"	"1"	"0"	"0"
"3004"	"Video Prediction"	"2020.0"	"0.0"	"48.0"	"0.0"	"0.0"	"3.0"	"51.0"	"2015.0"	"16.0"	""	"0.9411764705882353"	""	"63637"	"1"	"0"	"0"
"3005"	"Video Prediction"	"2021.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3006"	"Video Question Answering"	"2019.0"	"0.0"	"8.0"	"0.0"	"10.0"	"5.0"	"13.0"	"2015.0"	"1.6"	"0.0"	"0.6153846153846154"	"0.0"	"49025"	"1"	"0"	"0"
"3007"	"Video Recognition"	"2014.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"3008"	"Video Recognition"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3009"	"Video Recognition"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3010"	"Video Recognition"	"2017.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3011"	"Video Recognition"	"2018.0"	"0.0"	"72.0"	"0.0"	"0.0"	"0.0"	"72.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"3012"	"Video Recognition"	"2019.0"	"0.0"	"84.0"	"0.0"	"54.0"	"0.0"	"84.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3013"	"Video Recognition"	"2021.0"	"0.0"	"112.0"	"0.0"	"0.0"	"1.0"	"113.0"	"2014.0"	"112.0"	""	"0.9911504424778761"	""	"37713"	"1"	"0"	"0"
"3014"	"Video Reconstruction"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"1.0"	""	"0.5"	""	"37713"	"1"	"0"	"0"
"3015"	"Video Retrieval"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"3016"	"Video Retrieval"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3017"	"Video Retrieval"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3018"	"Video Retrieval"	"2017.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2013.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3019"	"Video Retrieval"	"2018.0"	"0.0"	"21.0"	"0.0"	"0.0"	"1.0"	"22.0"	"2013.0"	"21.0"	""	"0.9545454545454546"	""	"36754"	"1"	"0"	"0"
"3020"	"Video Salient Object Detection"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"3021"	"Video Salient Object Detection"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3022"	"Video Salient Object Detection"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"3023"	"Video Salient Object Detection"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"3024"	"Video Segmentation"	"2021.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2013.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3025"	"Video Semantic Segmentation"	"2016.0"	"0.0"	"9.0"	"0.0"	"0.0"	"5.0"	"14.0"	"2009.0"	"1.8"	""	"0.6428571428571429"	""	"17276"	"1"	"0"	"0"
"3026"	"Video Semantic Segmentation"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"1.0"	"5.0"	"2009.0"	"4.0"	""	"0.8"	""	"23430"	"1"	"0"	"0"
"3027"	"Video Semantic Segmentation"	"2018.0"	"0.0"	"7.0"	"0.0"	"0.0"	"5.0"	"12.0"	"2009.0"	"1.4"	""	"0.5833333333333334"	""	"36754"	"1"	"0"	"0"
"3028"	"Video Semantic Segmentation"	"2019.0"	"0.0"	"10.0"	"0.0"	"6.0"	"3.0"	"13.0"	"2009.0"	"3.3333333333333335"	"0.0"	"0.7692307692307693"	"0.0"	"49025"	"1"	"0"	"0"
"3029"	"Video Semantic Segmentation"	"2020.0"	"0.0"	"11.0"	"0.0"	"0.0"	"4.0"	"15.0"	"2009.0"	"2.75"	""	"0.7333333333333333"	""	"63637"	"1"	"0"	"0"
"3030"	"Video Semantic Segmentation"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"3.0"	"9.0"	"2009.0"	"2.0"	""	"0.6666666666666666"	""	"37713"	"1"	"0"	"0"
"3031"	"Video Similarity"	"2019.0"	"0.0"	"5.0"	"0.0"	"3.0"	"0.0"	"5.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"3032"	"Video Similarity"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"3033"	"Video Summarization"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"3034"	"Video Summarization"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
