""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"1087"	"Video Generation"	"2019.0"	"0.0"	"26.0"	"0.0"	"0.0"	"26.0"	"2016.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"1088"	"Video Generation"	"2020.0"	"0.0"	"21.0"	"0.0"	"0.0"	"21.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"1089"	"Video Generation"	"2021.0"	"0.0"	"18.0"	"15.0"	"0.0"	"18.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"1090"	"Video Object Segmentation"	"2018.0"	"0.0"	"8.0"	"0.0"	"70.0"	"78.0"	"2013.0"	"0.11428571428571428"	""	"0.10256410256410256"	""	"36754"	"1"	"0"	"0"
"1091"	"Video Object Segmentation"	"2019.0"	"0.0"	"6.0"	"0.0"	"89.0"	"95.0"	"2013.0"	"0.06741573033707865"	""	"0.06315789473684211"	""	"49025"	"1"	"0"	"0"
"1092"	"Video Object Segmentation"	"2020.0"	"0.0"	"11.0"	"0.0"	"93.0"	"104.0"	"2013.0"	"0.11827956989247312"	""	"0.10576923076923077"	""	"63637"	"1"	"0"	"0"
"1093"	"Video Prediction"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"1094"	"Video Prediction"	"2018.0"	"0.0"	"24.0"	"0.0"	"1.0"	"25.0"	"2015.0"	"24.0"	""	"0.96"	""	"36754"	"1"	"0"	"0"
"1095"	"Video Prediction"	"2019.0"	"0.0"	"27.0"	"0.0"	"2.0"	"29.0"	"2015.0"	"13.5"	""	"0.9310344827586207"	""	"49025"	"1"	"0"	"0"
"1096"	"Video Prediction"	"2020.0"	"0.0"	"39.0"	"0.0"	"3.0"	"42.0"	"2015.0"	"13.0"	""	"0.9285714285714286"	""	"63637"	"1"	"0"	"0"
"1097"	"Video Prediction"	"2021.0"	"0.0"	"15.0"	"12.0"	"0.0"	"15.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"1098"	"Video Retrieval"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"1099"	"Video Retrieval"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"1100"	"Video Retrieval"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"1101"	"Video Retrieval"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"7.0"	"2013.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"1102"	"Video Retrieval"	"2018.0"	"0.0"	"13.0"	"0.0"	"1.0"	"14.0"	"2013.0"	"13.0"	""	"0.9285714285714286"	""	"36754"	"1"	"0"	"0"
"1103"	"Video Segmentation"	"2021.0"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"1104"	"Video Semantic Segmentation"	"2016.0"	"0.0"	"9.0"	"0.0"	"5.0"	"14.0"	"2009.0"	"1.8"	""	"0.6428571428571429"	""	"17276"	"1"	"0"	"0"
"1105"	"Video Semantic Segmentation"	"2017.0"	"0.0"	"4.0"	"0.0"	"1.0"	"5.0"	"2009.0"	"4.0"	""	"0.8"	""	"23430"	"1"	"0"	"0"
"1106"	"Video Semantic Segmentation"	"2018.0"	"0.0"	"7.0"	"0.0"	"5.0"	"12.0"	"2009.0"	"1.4"	""	"0.5833333333333334"	""	"36754"	"1"	"0"	"0"
"1107"	"Video Semantic Segmentation"	"2019.0"	"0.0"	"10.0"	"0.0"	"3.0"	"13.0"	"2009.0"	"3.3333333333333335"	""	"0.7692307692307693"	""	"49025"	"1"	"0"	"0"
"1108"	"Video Semantic Segmentation"	"2020.0"	"0.0"	"11.0"	"0.0"	"4.0"	"15.0"	"2009.0"	"2.75"	""	"0.7333333333333333"	""	"63637"	"1"	"0"	"0"
"1109"	"Video Semantic Segmentation"	"2021.0"	"0.0"	"6.0"	"4.0"	"3.0"	"9.0"	"2009.0"	"2.0"	"0.0"	"0.6666666666666666"	"0.0"	"37713"	"1"	"0"	"0"
"1110"	"Video Summarization"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"1111"	"Video Summarization"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"1112"	"Video Summarization"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"1113"	"Video Summarization"	"2019.0"	"0.0"	"22.0"	"0.0"	"0.0"	"22.0"	"2012.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"1114"	"Video Summarization"	"2020.0"	"0.0"	"4.0"	"0.0"	"2.0"	"6.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"63637"	"1"	"0"	"0"
"1115"	"Video Understanding"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"1116"	"Video Understanding"	"2017.0"	"0.0"	"47.0"	"1.0"	"0.0"	"47.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"23430"	"1"	"0"	"0"
"1117"	"Video Understanding"	"2019.0"	"0.0"	"108.0"	"0.0"	"1.0"	"109.0"	"2013.0"	"108.0"	""	"0.9908256880733946"	""	"49025"	"1"	"0"	"0"
"1118"	"Video Understanding"	"2021.0"	"0.0"	"146.0"	"30.0"	"6.0"	"152.0"	"2013.0"	"24.333333333333332"	"0.0"	"0.9605263157894737"	"0.0"	"37713"	"1"	"0"	"0"
"1119"	"Visual Odometry"	"2017.0"	"0.0"	"1.0"	"0.0"	"7.0"	"8.0"	"2012.0"	"0.14285714285714285"	""	"0.125"	""	"23430"	"0"	"0"	"0"
"1120"	"Visual Odometry"	"2018.0"	"0.0"	"2.0"	"1.0"	"11.0"	"13.0"	"2012.0"	"0.18181818181818182"	"0.0"	"0.15384615384615385"	"0.0"	"36754"	"0"	"0"	"0"
"1121"	"Visual Odometry"	"2020.0"	"0.0"	"2.0"	"0.0"	"20.0"	"22.0"	"2012.0"	"0.1"	""	"0.09090909090909091"	""	"63637"	"0"	"0"	"0"
"1122"	"Visual Odometry"	"2021.0"	"0.0"	"1.0"	"0.0"	"11.0"	"12.0"	"2012.0"	"0.09090909090909091"	""	"0.08333333333333333"	""	"37713"	"0"	"0"	"0"
"1123"	"Visual Place Recognition"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"1124"	"Visual Place Recognition"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2013.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"1125"	"Visual Place Recognition"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"7.0"	"2013.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"1126"	"Visual Place Recognition"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"1127"	"Visual Place Recognition"	"2021.0"	"0.0"	"10.0"	"0.0"	"0.0"	"10.0"	"2013.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"1128"	"Visual Question Answering"	"2020.0"	"0.0"	"101.0"	"0.0"	"284.0"	"385.0"	"2015.0"	"0.35563380281690143"	""	"0.2623376623376623"	""	"63637"	"1"	"1"	"0"
"1129"	"Visual Reasoning"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"1130"	"Visual Reasoning"	"2018.0"	"0.0"	"1.0"	"0.0"	"3.0"	"4.0"	"2015.0"	"0.3333333333333333"	""	"0.25"	""	"36754"	"1"	"0"	"0"
"1131"	"Visual Reasoning"	"2020.0"	"0.0"	"1.0"	"1.0"	"12.0"	"13.0"	"2015.0"	"0.08333333333333333"	"0.0"	"0.07692307692307693"	"0.0"	"63637"	"1"	"0"	"0"
"1132"	"Visual Reasoning"	"2021.0"	"0.0"	"1.0"	"0.0"	"6.0"	"7.0"	"2015.0"	"0.16666666666666666"	""	"0.14285714285714285"	""	"37713"	"1"	"0"	"0"
"1133"	"Visual Tracking"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"1134"	"Visual Tracking"	"2016.0"	"0.0"	"12.0"	"0.0"	"0.0"	"12.0"	"2010.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"1135"	"Visual Tracking"	"2017.0"	"0.0"	"42.0"	"0.0"	"0.0"	"42.0"	"2010.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"1136"	"Visual Tracking"	"2018.0"	"0.0"	"67.0"	"0.0"	"1.0"	"68.0"	"2010.0"	"67.0"	""	"0.9852941176470589"	""	"36754"	"1"	"0"	"0"
"1137"	"Visual Tracking"	"2019.0"	"0.0"	"72.0"	"0.0"	"0.0"	"72.0"	"2010.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"1138"	"Visual Tracking"	"2020.0"	"0.0"	"78.0"	"11.0"	"1.0"	"79.0"	"2010.0"	"78.0"	"0.0"	"0.9873417721518988"	"0.0"	"63637"	"1"	"0"	"0"
"1139"	"Visual Tracking"	"2021.0"	"0.0"	"37.0"	"0.0"	"0.0"	"37.0"	"2010.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"1140"	"Word Embeddings"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	""	"1.0"	""	"9766"	"0"	"0"	"1"
"1141"	"Word Embeddings"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"1"
"1142"	"Word Embeddings"	"2016.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2011.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"1143"	"Word Embeddings"	"2017.0"	"0.0"	"7.0"	"0.0"	"4.0"	"11.0"	"2011.0"	"1.75"	""	"0.6363636363636364"	""	"23430"	"0"	"0"	"1"
"1144"	"Word Embeddings"	"2019.0"	"0.0"	"12.0"	"0.0"	"38.0"	"50.0"	"2011.0"	"0.3157894736842105"	""	"0.24"	""	"49025"	"0"	"0"	"1"
"1145"	"Word Embeddings"	"2020.0"	"0.0"	"7.0"	"10.0"	"29.0"	"36.0"	"2011.0"	"0.2413793103448276"	"0.0"	"0.19444444444444445"	"0.0"	"63637"	"0"	"0"	"1"
"1146"	"Word Embeddings"	"2021.0"	"0.0"	"3.0"	"0.0"	"13.0"	"16.0"	"2011.0"	"0.23076923076923078"	""	"0.1875"	""	"37713"	"0"	"0"	"1"
"1147"	"Word Sense Disambiguation"	"2019.0"	"0.0"	"3.0"	"0.0"	"12.0"	"15.0"	"2012.0"	"0.25"	""	"0.2"	""	"49025"	"0"	"1"	"0"
"1148"	"Word Sense Disambiguation"	"2021.0"	"0.0"	"2.0"	"2.0"	"10.0"	"12.0"	"2012.0"	"0.2"	"0.0"	"0.16666666666666666"	"0.0"	"37713"	"0"	"1"	"0"
"1149"	"Zero-Shot Learning"	"2013.0"	"0.0"	"6.0"	"0.0"	"1.0"	"7.0"	"2009.0"	"6.0"	""	"0.8571428571428571"	""	"6822"	"1"	"0"	"1"
"1150"	"Zero-Shot Learning"	"2014.0"	"0.0"	"3.0"	"0.0"	"6.0"	"9.0"	"2009.0"	"0.5"	""	"0.3333333333333333"	""	"9766"	"1"	"0"	"1"
"1151"	"Zero-Shot Learning"	"2015.0"	"0.0"	"12.0"	"0.0"	"6.0"	"18.0"	"2009.0"	"2.0"	""	"0.6666666666666666"	""	"12115"	"1"	"0"	"1"
"1152"	"Zero-Shot Learning"	"2016.0"	"0.0"	"43.0"	"0.0"	"11.0"	"54.0"	"2009.0"	"3.909090909090909"	""	"0.7962962962962963"	""	"17276"	"1"	"0"	"1"
"1153"	"Zero-Shot Learning"	"2017.0"	"0.0"	"87.0"	"0.0"	"25.0"	"112.0"	"2009.0"	"3.48"	""	"0.7767857142857143"	""	"23430"	"1"	"0"	"1"
"1154"	"Zero-Shot Learning"	"2018.0"	"0.0"	"75.0"	"2.0"	"18.0"	"93.0"	"2009.0"	"4.166666666666667"	"0.0"	"0.8064516129032258"	"0.0"	"36754"	"1"	"0"	"1"
"1155"	"Zero-Shot Learning"	"2020.0"	"0.0"	"104.0"	"0.0"	"29.0"	"133.0"	"2009.0"	"3.586206896551724"	""	"0.7819548872180451"	""	"63637"	"1"	"0"	"1"
"1156"	"Zero-Shot Learning"	"2021.0"	"0.0"	"83.0"	"3.0"	"26.0"	"109.0"	"2009.0"	"3.1923076923076925"	"0.0"	"0.7614678899082569"	"0.0"	"37713"	"1"	"0"	"1"
"1157"	"indoor scene understanding"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"1158"	"indoor scene understanding"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"1159"	"indoor scene understanding"	"2018.0"	"0.0"	"5.0"	"5.0"	"0.0"	"5.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"1160"	"indoor scene understanding"	"2020.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2012.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"1161"	"indoor scene understanding"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"1162"	"3D Action Recognition"	"2018.0"	"0.0"	"0.0"	"3.0"	"3.0"	"3.0"	"2014.0"	"0.0"	"0.0"	"0.0"	"0.0"	"36754"	"1"	"0"	"0"
"1163"	"3D Depth Estimation"	"2018.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2009.0"	""	"0.0"	""	"0.0"	"36754"	"1"	"0"	"0"
"1164"	"3D FACE MODELING"	"2018.0"	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2014.0"	""	"0.0"	""	"0.0"	"36754"	"1"	"0"	"0"
"1165"	"3D Face Animation"	"2018.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2014.0"	""	"0.0"	""	"0.0"	"36754"	"1"	"1"	"0"
"1166"	"3D Medical Imaging Segmentation"	"2018.0"	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2013.0"	""	"0.0"	""	"0.0"	"36754"	"1"	"0"	"0"
"1167"	"3D Multi-Person Pose Estimation"	"2018.0"	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2014.0"	""	"0.0"	""	"0.0"	"36754"	"1"	"0"	"0"
"1169"	"Action Generation"	"2017.0"	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2017.0"	""	"0.0"	""	"0.0"	"23430"	"1"	"1"	"0"
"1170"	"Activity Recognition"	"2017.0"	"0.0"	"0.0"	"2.0"	"4.0"	"4.0"	"2007.0"	"0.0"	"0.0"	"0.0"	"0.0"	"23430"	"1"	"0"	"0"
"1171"	"Audio Generation"	"2016.0"	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2016.0"	""	"0.0"	""	"0.0"	"17276"	"0"	"0"	"0"
"1172"	"Autonomous Driving"	"2016.0"	"0.0"	"0.0"	"8.0"	"0.0"	"0.0"	"2009.0"	""	"0.0"	""	"0.0"	"17276"	"1"	"0"	"0"
"1173"	"Autonomous Navigation"	"2016.0"	"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"2013.0"	""	"0.0"	""	"0.0"	"17276"	"1"	"0"	"0"
"1174"	"Autonomous Vehicles"	"2016.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2015.0"	""	"0.0"	""	"0.0"	"17276"	"1"	"0"	"0"
"1175"	"Boundary Detection"	"2016.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"	"2001.0"	"0.0"	"0.0"	"0.0"	"0.0"	"17276"	"1"	"0"	"0"
"1176"	"Camera Localization"	"2016.0"	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2015.0"	""	"0.0"	""	"0.0"	"17276"	"1"	"0"	"0"
"1178"	"Community Detection"	"2016.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2009.0"	""	"0.0"	""	"0.0"	"17276"	"0"	"0"	"0"
"1179"	"Content-Based Image Retrieval"	"2015.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"12115"	"1"	"0"	"0"
"1180"	"Content-Based Image Retrieval"	"2016.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"17276"	"1"	"0"	"0"
"1181"	"Continual Learning"	"2015.0"	"0.0"	"0.0"	"8.0"	"0.0"	"0.0"	"1994.0"	""	"0.0"	""	"0.0"	"12115"	"1"	"0"	"1"
"1182"	"Coreference Resolution"	"2015.0"	"0.0"	"0.0"	"1.0"	"4.0"	"4.0"	"2009.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12115"	"0"	"1"	"0"
"1185"	"Cross-Lingual Transfer"	"2016.0"	"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"2013.0"	""	"0.0"	""	"0.0"	"17276"	"0"	"1"	"0"
"1186"	"Data Augmentation"	"2016.0"	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"17276"	"1"	"1"	"1"
"1187"	"Data-to-Text Generation"	"2015.0"	"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"12115"	"0"	"1"	"0"
"1188"	"Dialogue Understanding"	"2018.0"	"0.0"	"0.0"	"2.0"	"3.0"	"3.0"	"2009.0"	"0.0"	"0.0"	"0.0"	"0.0"	"36754"	"0"	"1"	"0"
"1190"	"Emotion Recognition"	"2018.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2.0"	"2008.0"	"0.0"	"0.0"	"0.0"	"0.0"	"36754"	"1"	"1"	"0"
"1191"	"Extractive Text Summarization"	"2018.0"	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"36754"	"0"	"1"	"0"
"1192"	"Gesture Recognition"	"2019.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2009.0"	""	"0.0"	""	"0.0"	"49025"	"1"	"0"	"0"
"1193"	"Graph Representation Learning"	"2019.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2017.0"	""	"0.0"	""	"0.0"	"49025"	"0"	"0"	"1"
"1194"	"Image Enhancement"	"2019.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2003.0"	""	"0.0"	""	"0.0"	"49025"	"1"	"0"	"0"
"1195"	"Image Quality Assessment"	"2020.0"	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2013.0"	""	"0.0"	""	"0.0"	"63637"	"1"	"0"	"0"
"1196"	"Image Reconstruction"	"2020.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2009.0"	""	"0.0"	""	"0.0"	"63637"	"1"	"0"	"0"
"1197"	"Open Information Extraction"	"2020.0"	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"63637"	"0"	"1"	"0"
"1198"	"Part-Of-Speech Tagging"	"2020.0"	"0.0"	"0.0"	"1.0"	"7.0"	"7.0"	"1993.0"	"0.0"	"0.0"	"0.0"	"0.0"	"63637"	"0"	"1"	"0"
"1199"	"Real-Time Strategy Games"	"2020.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2012.0"	""	"0.0"	""	"0.0"	"63637"	"0"	"0"	"0"
"1200"	"Sentence Compression"	"2020.0"	"0.0"	"0.0"	"1.0"	"3.0"	"3.0"	"2012.0"	"0.0"	"0.0"	"0.0"	"0.0"	"63637"	"0"	"1"	"0"
"1201"	"Style Transfer"	"2021.0"	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2015.0"	""	"0.0"	""	"0.0"	"37713"	"1"	"0"	"0"
"1202"	"Super-Resolution"	"2021.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2.0"	"2009.0"	"0.0"	"0.0"	"0.0"	"0.0"	"37713"	"1"	"0"	"0"
"1203"	"Talking Head Generation"	"2021.0"	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2018.0"	""	"0.0"	""	"0.0"	"37713"	"1"	"0"	"0"
"1204"	"Video Summarization"	"2021.0"	"0.0"	"0.0"	"7.0"	"1.0"	"1.0"	"2012.0"	"0.0"	"0.0"	"0.0"	"0.0"	"37713"	"1"	"0"	"0"
"1205"	"Visual Place Recognition"	"2017.0"	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2013.0"	""	"0.0"	""	"0.0"	"23430"	"1"	"0"	"0"
"1206"	"Visual Reasoning"	"2019.0"	"0.0"	"0.0"	"1.0"	"11.0"	"11.0"	"2015.0"	"0.0"	"0.0"	"0.0"	"0.0"	"49025"	"1"	"0"	"0"
"1207"	"2D Human Pose Estimation"	"2015.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2010.0"	"0.0"	""	"0.0"	""	"12115"	"1"	"0"	"0"
"1208"	"2D Human Pose Estimation"	"2016.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2010.0"	"0.0"	""	"0.0"	""	"17276"	"1"	"0"	"0"
"1209"	"2D Human Pose Estimation"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2010.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"0"	"0"
"1210"	"2D Human Pose Estimation"	"2018.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2010.0"	"0.0"	""	"0.0"	""	"36754"	"1"	"0"	"0"
"1211"	"2D Human Pose Estimation"	"2019.0"	"0.0"	"0.0"	"0.0"	"5.0"	"5.0"	"2010.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1212"	"2D Human Pose Estimation"	"2020.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2010.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1213"	"3D Absolute Human Pose Estimation"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2016.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1214"	"3D Action Recognition"	"2017.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2014.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"0"	"0"
"1215"	"3D Car Instance Understanding"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2018.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1216"	"3D Object Classification"	"2020.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2016.0"	"0.0"	""	"0.0"	""	"63637"	"1"	"0"	"0"
"1217"	"3D Object Classification"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2016.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1218"	"3D Shape Reconstruction"	"2017.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"23430"	"1"	"0"	"0"
"1219"	"Abnormal Event Detection In Video"	"2019.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2016.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"1"
"1220"	"Abuse Detection"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2010.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"1"	"0"
"1221"	"Abuse Detection"	"2019.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2010.0"	"0.0"	""	"0.0"	""	"49025"	"0"	"1"	"0"
"1222"	"Abuse Detection"	"2020.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2010.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1223"	"Abuse Detection"	"2021.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2010.0"	"0.0"	""	"0.0"	""	"37713"	"0"	"1"	"0"
"1224"	"Action Detection"	"2014.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2.0"	"2012.0"	"0.0"	""	"0.0"	""	"9766"	"1"	"0"	"0"
"1225"	"Action Recognition"	"2008.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2004.0"	"0.0"	""	"0.0"	""	"202"	"1"	"0"	"0"
"1226"	"Activity Recognition"	"2015.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2007.0"	"0.0"	""	"0.0"	""	"12115"	"1"	"0"	"0"
"1227"	"Activity Recognition"	"2016.0"	"0.0"	"0.0"	"0.0"	"3.0"	"3.0"	"2007.0"	"0.0"	""	"0.0"	""	"17276"	"1"	"0"	"0"
"1228"	"Activity Recognition"	"2018.0"	"0.0"	"0.0"	"0.0"	"4.0"	"4.0"	"2007.0"	"0.0"	""	"0.0"	""	"36754"	"1"	"0"	"0"
"1229"	"Activity Recognition"	"2019.0"	"0.0"	"0.0"	"0.0"	"9.0"	"9.0"	"2007.0"	"0.0"	""	"0.0"	""	"49025"	"1"	"0"	"0"
"1230"	"Activity Recognition"	"2021.0"	"0.0"	"0.0"	"0.0"	"18.0"	"18.0"	"2007.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1231"	"Activity Recognition In Videos"	"2021.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2015.0"	"0.0"	""	"0.0"	""	"37713"	"1"	"0"	"0"
"1232"	"Anomaly Detection"	"2013.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2008.0"	"0.0"	""	"0.0"	""	"6822"	"1"	"0"	"1"
"1233"	"Aspect-Based Sentiment Analysis"	"2018.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"36754"	"0"	"1"	"0"
"1234"	"Aspect-Based Sentiment Analysis"	"2020.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"63637"	"0"	"1"	"0"
"1235"	"Atari Games"	"2013.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"2012.0"	"0.0"	""	"0.0"	""	"6822"	"0"	"0"	"0"
