""	"task"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"CV"	"NLP"	"Methodology"
"450"	"Scene Understanding"	"19.0"	"29.0"	"6.0"	"171.0"	"219.0"	"2008.0"	"0.1695906432748538"	"3.1666666666666665"	"0.145"	"0.76"	"1"	"0"	"0"
"451"	"Scientific Document Summarization"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"452"	"Selection bias"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"453"	"Self-Driving Cars"	"5.0"	"68.0"	"11.0"	"3.0"	"76.0"	"2013.0"	"22.666666666666668"	"0.45454545454545453"	"0.9577464788732394"	"0.3125"	"1"	"0"	"0"
"454"	"Self-Supervised Anomaly Detection"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	"1"	"0"	"1"
"455"	"Self-Supervised Learning"	"1.0"	"56.0"	"5.0"	"1.0"	"58.0"	"2011.0"	"56.0"	"0.2"	"0.9824561403508771"	"0.16666666666666666"	"1"	"0"	"0"
"456"	"Semantic Image Matting"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"457"	"Semantic Parsing"	"12.0"	"40.0"	"5.0"	"81.0"	"133.0"	"1998.0"	"0.49382716049382713"	"2.4"	"0.3305785123966942"	"0.7058823529411765"	"0"	"1"	"0"
"458"	"Semantic Part Detection"	"1.0"	"5.0"	"2.0"	"3.0"	"9.0"	"2014.0"	"1.6666666666666667"	"0.5"	"0.625"	"0.3333333333333333"	"1"	"0"	"0"
"459"	"Semantic Retrieval"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"460"	"Semantic Role Labeling"	"2.0"	"53.0"	"1.0"	"8.0"	"63.0"	"2011.0"	"6.625"	"2.0"	"0.8688524590163934"	"0.6666666666666666"	"0"	"1"	"0"
"461"	"Semantic Segmentation"	"69.0"	"2374.0"	"23.0"	"1355.0"	"3798.0"	"2001.0"	"1.752029520295203"	"3.0"	"0.6366318047733976"	"0.75"	"1"	"0"	"0"
"462"	"Semantic Similarity"	"1.0"	"14.0"	"1.0"	"1.0"	"16.0"	"1995.0"	"14.0"	"1.0"	"0.9333333333333333"	"0.5"	"0"	"1"	"0"
"463"	"Semantic Textual Similarity"	"6.0"	"136.0"	"2.0"	"37.0"	"179.0"	"1995.0"	"3.675675675675676"	"3.0"	"0.7861271676300579"	"0.75"	"0"	"1"	"0"
"464"	"Semantic correspondence"	"1.0"	"2.0"	"1.0"	"11.0"	"14.0"	"2012.0"	"0.18181818181818182"	"1.0"	"0.15384615384615385"	"0.5"	"1"	"0"	"0"
"465"	"Semi-Supervised Image Classification"	"1.0"	"30.0"	"9.0"	"11.0"	"42.0"	"2011.0"	"2.727272727272727"	"0.1111111111111111"	"0.7317073170731707"	"0.1"	"1"	"0"	"1"
"466"	"Semi-Supervised Instance Segmentation"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"467"	"Semi-Supervised Video Classification"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"468"	"Semi-Supervised Video Object Segmentation"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"469"	"Semi-supervised Anomaly Detection"	"1.0"	"6.0"	"1.0"	"0.0"	"7.0"	"2014.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"470"	"Sentence Classification"	"4.0"	"16.0"	"5.0"	"4.0"	"24.0"	"2012.0"	"4.0"	"0.8"	"0.8"	"0.4444444444444444"	"0"	"1"	"0"
"471"	"Sentence Compression"	"1.0"	"1.0"	"1.0"	"27.0"	"29.0"	"2012.0"	"0.037037037037037035"	"1.0"	"0.03571428571428571"	"0.5"	"0"	"1"	"0"
"472"	"Sentence Embeddings"	"3.0"	"15.0"	"5.0"	"1.0"	"19.0"	"2012.0"	"15.0"	"0.6"	"0.9375"	"0.375"	"0"	"1"	"1"
"473"	"Sentence Embeddings For Biomedical Texts"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"474"	"Sentence Fusion"	"1.0"	"0.0"	"0.0"	"4.0"	"5.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"475"	"Sentence Pair Modeling"	"1.0"	"0.0"	"0.0"	"10.0"	"11.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"476"	"Sentence Similarity"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"477"	"Sentence Summarization"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"478"	"Sentiment Analysis"	"22.0"	"162.0"	"3.0"	"539.0"	"723.0"	"2002.0"	"0.300556586270872"	"7.333333333333333"	"0.23109843081312412"	"0.88"	"0"	"1"	"0"
"479"	"Shadow Detection"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"480"	"Shadow Removal"	"1.0"	"0.0"	"0.0"	"8.0"	"9.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"481"	"Sign Language Production"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2020.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"482"	"Sign Language Recognition"	"6.0"	"0.0"	"0.0"	"17.0"	"23.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"483"	"Sign Language Translation"	"2.0"	"4.0"	"2.0"	"0.0"	"6.0"	"2012.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"484"	"Simultaneous Localization and Mapping"	"1.0"	"8.0"	"3.0"	"0.0"	"9.0"	"2013.0"	"inf"	"0.3333333333333333"	"1.0"	"0.25"	"1"	"0"	"0"
"485"	"Single Image Dehazing"	"2.0"	"32.0"	"4.0"	"3.0"	"37.0"	"2015.0"	"10.666666666666666"	"0.5"	"0.9142857142857143"	"0.3333333333333333"	"1"	"0"	"0"
"486"	"Single Image Deraining"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2016.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"487"	"Skeleton Based Action Recognition"	"4.0"	"157.0"	"6.0"	"34.0"	"195.0"	"2012.0"	"4.617647058823529"	"0.6666666666666666"	"0.8219895287958116"	"0.4"	"1"	"0"	"0"
"488"	"Sketch-Based Image Retrieval"	"2.0"	"2.0"	"1.0"	"0.0"	"4.0"	"2015.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"1"	"0"	"0"
"489"	"Sketch-to-Image Translation"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"490"	"Slot Filling"	"4.0"	"2.0"	"1.0"	"5.0"	"11.0"	"2012.0"	"0.4"	"4.0"	"0.2857142857142857"	"0.8"	"0"	"1"	"0"
"491"	"Sound Event Detection"	"3.0"	"0.0"	"0.0"	"5.0"	"8.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"492"	"Spatial Relation Recognition"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"493"	"Speaker Diarization"	"2.0"	"10.0"	"1.0"	"9.0"	"21.0"	"2009.0"	"1.1111111111111112"	"2.0"	"0.5263157894736842"	"0.6666666666666666"	"0"	"0"	"0"
"494"	"Speaker Identification"	"1.0"	"0.0"	"0.0"	"19.0"	"20.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"495"	"Speaker Recognition"	"1.0"	"0.0"	"0.0"	"4.0"	"5.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"496"	"Speaker Verification"	"1.0"	"2.0"	"1.0"	"41.0"	"44.0"	"2009.0"	"0.04878048780487805"	"1.0"	"0.046511627906976744"	"0.5"	"0"	"0"	"0"
"497"	"Speech Enhancement"	"3.0"	"26.0"	"1.0"	"19.0"	"48.0"	"2012.0"	"1.368421052631579"	"3.0"	"0.5777777777777777"	"0.75"	"0"	"0"	"0"
"498"	"Speech Recognition"	"22.0"	"123.0"	"5.0"	"571.0"	"716.0"	"2003.0"	"0.21541155866900175"	"4.4"	"0.17723342939481268"	"0.8148148148148148"	"0"	"0"	"0"
"499"	"Speech Separation"	"1.0"	"0.0"	"0.0"	"8.0"	"9.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"500"	"Speech Synthesis"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"501"	"Speech-to-Text Translation"	"1.0"	"14.0"	"1.0"	"2.0"	"17.0"	"2015.0"	"7.0"	"1.0"	"0.875"	"0.5"	"0"	"1"	"0"
"502"	"Spoken Dialogue Systems"	"2.0"	"2.0"	"1.0"	"1.0"	"5.0"	"2012.0"	"2.0"	"2.0"	"0.6666666666666666"	"0.6666666666666666"	"0"	"0"	"0"
"503"	"Spoken Language Understanding"	"5.0"	"0.0"	"0.0"	"21.0"	"26.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"504"	"Stance Detection"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"505"	"Starcraft"	"2.0"	"4.0"	"1.0"	"0.0"	"6.0"	"2012.0"	"inf"	"2.0"	"1.0"	"0.6666666666666666"	"0"	"0"	"0"
"506"	"Starcraft II"	"1.0"	"5.0"	"2.0"	"0.0"	"6.0"	"2017.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"0"
"507"	"Stereo Image Super-Resolution"	"1.0"	"17.0"	"2.0"	"0.0"	"18.0"	"2019.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"508"	"Stereo Matching"	"5.0"	"0.0"	"0.0"	"150.0"	"155.0"	"2002.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"509"	"Stereo Matching Hand"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"510"	"Stochastic Optimization"	"1.0"	"358.0"	"10.0"	"0.0"	"359.0"	"2009.0"	"inf"	"0.1"	"1.0"	"0.09090909090909091"	"0"	"0"	"1"
"511"	"Stock Market Prediction"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"512"	"Stock Trend Prediction"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"513"	"Structure from Motion"	"2.0"	"13.0"	"3.0"	"1.0"	"16.0"	"2004.0"	"13.0"	"0.6666666666666666"	"0.9285714285714286"	"0.4"	"1"	"0"	"0"
"514"	"Super-Resolution"	"8.0"	"10.0"	"3.0"	"2.0"	"20.0"	"2009.0"	"5.0"	"2.6666666666666665"	"0.8333333333333334"	"0.7272727272727273"	"1"	"0"	"0"
"515"	"Surgical tool detection"	"1.0"	"0.0"	"0.0"	"3.0"	"4.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"516"	"Symmetry Detection"	"1.0"	"4.0"	"1.0"	"2.0"	"7.0"	"2014.0"	"2.0"	"1.0"	"0.6666666666666666"	"0.5"	"1"	"0"	"0"
"517"	"Systematic Generalization"	"1.0"	"3.0"	"1.0"	"0.0"	"4.0"	"2018.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"0"	"0"
"518"	"Table-based Fact Verification"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2019.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"519"	"Table-to-Text Generation"	"3.0"	"3.0"	"2.0"	"0.0"	"6.0"	"2016.0"	"inf"	"1.5"	"1.0"	"0.6"	"0"	"1"	"0"
"520"	"Task-Oriented Dialogue Systems"	"3.0"	"52.0"	"9.0"	"11.0"	"66.0"	"2012.0"	"4.7272727272727275"	"0.3333333333333333"	"0.8253968253968254"	"0.25"	"0"	"1"	"0"
"521"	"Temporal Action Localization"	"15.0"	"156.0"	"7.0"	"633.0"	"804.0"	"2008.0"	"0.24644549763033174"	"2.142857142857143"	"0.19771863117870722"	"0.6818181818181818"	"1"	"0"	"1"
"522"	"Temporal Information Extraction"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"523"	"Temporal Localization"	"2.0"	"0.0"	"0.0"	"7.0"	"9.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"524"	"Text Categorization"	"2.0"	"24.0"	"5.0"	"8.0"	"34.0"	"2003.0"	"3.0"	"0.4"	"0.75"	"0.2857142857142857"	"0"	"1"	"0"
"525"	"Text Classification"	"11.0"	"221.0"	"5.0"	"82.0"	"314.0"	"2003.0"	"2.6951219512195124"	"2.2"	"0.7293729372937293"	"0.6875"	"0"	"1"	"0"
"526"	"Text Generation"	"14.0"	"41.0"	"11.0"	"49.0"	"104.0"	"2009.0"	"0.8367346938775511"	"1.2727272727272727"	"0.45555555555555555"	"0.56"	"1"	"1"	"0"
"527"	"Text Matching"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"528"	"Text Segmentation"	"1.0"	"0.0"	"0.0"	"3.0"	"4.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"529"	"Text Simplification"	"4.0"	"0.0"	"0.0"	"74.0"	"78.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"530"	"Text Style Transfer"	"1.0"	"2.0"	"1.0"	"0.0"	"3.0"	"2017.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"531"	"Text Summarization"	"18.0"	"18.0"	"3.0"	"78.0"	"114.0"	"2012.0"	"0.23076923076923078"	"6.0"	"0.1875"	"0.8571428571428571"	"0"	"1"	"0"
"532"	"Text based Person Retrieval"	"1.0"	"0.0"	"0.0"	"11.0"	"12.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"533"	"Text-To-Sql"	"4.0"	"1.0"	"1.0"	"42.0"	"47.0"	"2017.0"	"0.023809523809523808"	"4.0"	"0.023255813953488372"	"0.8"	"0"	"0"	"0"
"534"	"Text-to-Image Generation"	"1.0"	"149.0"	"12.0"	"0.0"	"150.0"	"2012.0"	"inf"	"0.08333333333333333"	"1.0"	"0.07692307692307693"	"1"	"1"	"0"
"535"	"Thermal Infrared Object Tracking"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"536"	"Time Series Forecasting"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"537"	"Tokenization"	"1.0"	"3.0"	"2.0"	"0.0"	"4.0"	"2012.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"1"	"0"
"538"	"Toxic Comment Classification"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"539"	"Traffic Accident Detection"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"540"	"Traffic Prediction"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"541"	"Traffic Sign Detection"	"2.0"	"0.0"	"0.0"	"2.0"	"4.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"542"	"Traffic Sign Recognition"	"2.0"	"25.0"	"1.0"	"1.0"	"28.0"	"2012.0"	"25.0"	"2.0"	"0.9615384615384616"	"0.6666666666666666"	"1"	"0"	"0"
"543"	"Trajectory Prediction"	"1.0"	"54.0"	"2.0"	"10.0"	"65.0"	"2012.0"	"5.4"	"0.5"	"0.84375"	"0.3333333333333333"	"1"	"0"	"0"
"544"	"Transfer Learning"	"1.0"	"1.0"	"1.0"	"34.0"	"36.0"	"2007.0"	"0.029411764705882353"	"1.0"	"0.02857142857142857"	"0.5"	"0"	"0"	"1"
"545"	"Transliteration"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2012.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"1"	"0"
"546"	"Triple Classification"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"547"	"Tumor Segmentation"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"1.0"	"1.0"	"0.5"	"1"	"0"	"0"
"548"	"Tweet Retrieval"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"549"	"Univariate Time Series Forecasting"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"550"	"Unsupervised Anomaly Detection"	"1.0"	"59.0"	"5.0"	"0.0"	"60.0"	"2014.0"	"inf"	"0.2"	"1.0"	"0.16666666666666666"	"1"	"0"	"1"
"551"	"Unsupervised Domain Adaptation"	"4.0"	"1158.0"	"20.0"	"0.0"	"1162.0"	"2012.0"	"inf"	"0.2"	"1.0"	"0.16666666666666666"	"1"	"0"	"1"
"552"	"Unsupervised Image-To-Image Translation"	"2.0"	"57.0"	"7.0"	"0.0"	"59.0"	"2014.0"	"inf"	"0.2857142857142857"	"1.0"	"0.2222222222222222"	"1"	"0"	"0"
"553"	"Unsupervised Machine Translation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"0"	"1"	"0"
"554"	"Unsupervised Object Segmentation"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"555"	"Unsupervised Person Re-Identification"	"1.0"	"45.0"	"2.0"	"0.0"	"46.0"	"2017.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"556"	"Unsupervised Representation Learning"	"1.0"	"3.0"	"2.0"	"0.0"	"4.0"	"2012.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"0"	"0"	"1"
"557"	"Vehicle Re-Identification"	"5.0"	"0.0"	"0.0"	"94.0"	"99.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"558"	"Video Captioning"	"8.0"	"217.0"	"5.0"	"6.0"	"231.0"	"2012.0"	"36.166666666666664"	"1.6"	"0.9730941704035875"	"0.6153846153846154"	"1"	"0"	"0"
"559"	"Video Classification"	"19.0"	"110.0"	"16.0"	"353.0"	"482.0"	"2012.0"	"0.311614730878187"	"1.1875"	"0.23758099352051837"	"0.5428571428571428"	"1"	"0"	"0"
"560"	"Video Compression"	"2.0"	"33.0"	"11.0"	"2.0"	"37.0"	"2013.0"	"16.5"	"0.18181818181818182"	"0.9428571428571428"	"0.15384615384615385"	"1"	"0"	"0"
"561"	"Video Denoising"	"1.0"	"10.0"	"3.0"	"1.0"	"12.0"	"2014.0"	"10.0"	"0.3333333333333333"	"0.9090909090909091"	"0.25"	"1"	"0"	"0"
"562"	"Video Description"	"5.0"	"42.0"	"5.0"	"37.0"	"84.0"	"2011.0"	"1.135135135135135"	"1.0"	"0.5316455696202531"	"0.5"	"1"	"0"	"0"
"563"	"Video Forensics"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"564"	"Video Frame Interpolation"	"1.0"	"92.0"	"6.0"	"0.0"	"93.0"	"2017.0"	"inf"	"0.16666666666666666"	"1.0"	"0.14285714285714285"	"1"	"0"	"0"
"565"	"Video Inpainting"	"1.0"	"28.0"	"1.0"	"3.0"	"32.0"	"2013.0"	"9.333333333333334"	"1.0"	"0.9032258064516129"	"0.5"	"1"	"0"	"0"
"566"	"Video Instance Segmentation"	"2.0"	"0.0"	"0.0"	"22.0"	"24.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"567"	"Video Object Detection"	"2.0"	"102.0"	"7.0"	"0.0"	"104.0"	"2009.0"	"inf"	"0.2857142857142857"	"1.0"	"0.2222222222222222"	"1"	"0"	"0"
"568"	"Video Object Segmentation"	"5.0"	"43.0"	"10.0"	"343.0"	"391.0"	"2013.0"	"0.12536443148688048"	"0.5"	"0.11139896373056994"	"0.3333333333333333"	"1"	"0"	"0"
"569"	"Video Object Tracking?"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	""	""	"inf"	""	"1.0"	"0"	"0"	"0"
"570"	"Video Prediction"	"3.0"	"158.0"	"13.0"	"8.0"	"169.0"	"2015.0"	"19.75"	"0.23076923076923078"	"0.9518072289156626"	"0.1875"	"1"	"0"	"0"
"571"	"Video Question Answering"	"7.0"	"52.0"	"3.0"	"60.0"	"119.0"	"2015.0"	"0.8666666666666667"	"2.3333333333333335"	"0.4642857142857143"	"0.7"	"1"	"0"	"0"
"572"	"Video Recognition"	"2.0"	"379.0"	"21.0"	"1.0"	"382.0"	"2014.0"	"379.0"	"0.09523809523809523"	"0.9973684210526316"	"0.08695652173913043"	"1"	"0"	"0"
"573"	"Video Reconstruction"	"1.0"	"3.0"	"1.0"	"1.0"	"5.0"	"2013.0"	"3.0"	"1.0"	"0.75"	"0.5"	"1"	"0"	"0"
"574"	"Video Retrieval"	"8.0"	"302.0"	"20.0"	"40.0"	"350.0"	"2013.0"	"7.55"	"0.4"	"0.8830409356725146"	"0.2857142857142857"	"1"	"0"	"0"
"575"	"Video Semantic Segmentation"	"2.0"	"47.0"	"1.0"	"22.0"	"71.0"	"2009.0"	"2.1363636363636362"	"2.0"	"0.6811594202898551"	"0.6666666666666666"	"1"	"0"	"0"
"576"	"Video Summarization"	"2.0"	"40.0"	"13.0"	"3.0"	"45.0"	"2012.0"	"13.333333333333334"	"0.15384615384615385"	"0.9302325581395349"	"0.13333333333333333"	"1"	"0"	"0"
"577"	"Video Super-Resolution"	"3.0"	"30.0"	"10.0"	"2.0"	"35.0"	"2014.0"	"15.0"	"0.3"	"0.9375"	"0.23076923076923078"	"1"	"0"	"0"
"578"	"Video Understanding"	"10.0"	"600.0"	"27.0"	"16.0"	"626.0"	"2013.0"	"37.5"	"0.37037037037037035"	"0.974025974025974"	"0.2702702702702703"	"1"	"0"	"0"
"579"	"Video-Text Retrieval"	"1.0"	"35.0"	"5.0"	"0.0"	"36.0"	"2018.0"	"inf"	"0.2"	"1.0"	"0.16666666666666666"	"1"	"0"	"0"
"580"	"Vietnamese Machine Reading Comprehension"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"581"	"Virtual Try-on"	"3.0"	"35.0"	"3.0"	"25.0"	"63.0"	"2014.0"	"1.4"	"1.0"	"0.5833333333333334"	"0.5"	"1"	"0"	"0"
"582"	"Vision and Language Navigation"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"583"	"Visual Commonsense Reasoning"	"1.0"	"0.0"	"0.0"	"20.0"	"21.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"584"	"Visual Crowd Analysis"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"585"	"Visual Dialog"	"2.0"	"11.0"	"3.0"	"42.0"	"55.0"	"2016.0"	"0.2619047619047619"	"0.6666666666666666"	"0.20754716981132076"	"0.4"	"1"	"1"	"0"
"586"	"Visual Entailment"	"1.0"	"0.0"	"0.0"	"4.0"	"5.0"	"2015.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"587"	"Visual Localization"	"4.0"	"3.0"	"2.0"	"31.0"	"38.0"	"2015.0"	"0.0967741935483871"	"2.0"	"0.08823529411764706"	"0.6666666666666666"	"1"	"0"	"0"
"588"	"Visual Navigation"	"1.0"	"27.0"	"6.0"	"5.0"	"33.0"	"2015.0"	"5.4"	"0.16666666666666666"	"0.84375"	"0.14285714285714285"	"0"	"0"	"0"
"589"	"Visual Object Tracking"	"5.0"	"5.0"	"2.0"	"59.0"	"69.0"	"2014.0"	"0.0847457627118644"	"2.5"	"0.078125"	"0.7142857142857143"	"1"	"0"	"0"
"590"	"Visual Odometry"	"4.0"	"6.0"	"1.0"	"76.0"	"86.0"	"2012.0"	"0.07894736842105263"	"4.0"	"0.07317073170731707"	"0.8"	"0"	"0"	"0"
"591"	"Visual Question Answering"	"34.0"	"534.0"	"12.0"	"1044.0"	"1612.0"	"2015.0"	"0.5114942528735632"	"2.8333333333333335"	"0.33840304182509506"	"0.7391304347826086"	"1"	"1"	"0"
"592"	"Visual Reasoning"	"10.0"	"6.0"	"1.0"	"34.0"	"50.0"	"2015.0"	"0.17647058823529413"	"10.0"	"0.15"	"0.9090909090909091"	"1"	"0"	"0"
"593"	"Visual Relationship Detection"	"1.0"	"0.0"	"0.0"	"30.0"	"31.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"594"	"Visual Social Relationship Recognition"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"1"	"0"	"0"
"595"	"Visual Speech Recognition"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"596"	"Visual Storytelling"	"1.0"	"0.0"	"0.0"	"23.0"	"24.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"597"	"Visual Tracking"	"1.0"	"311.0"	"5.0"	"2.0"	"314.0"	"2010.0"	"155.5"	"0.2"	"0.9936102236421726"	"0.16666666666666666"	"1"	"0"	"0"
"598"	"Voice Conversion"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"599"	"Weakly Supervised Defect Detection"	"1.0"	"1.0"	"1.0"	"0.0"	"2.0"	"2021.0"	"inf"	"1.0"	"1.0"	"0.5"	"0"	"0"	"0"
