""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"742"	"Multi-Human Parsing"	"0.1111111111111111"	"0.9910760598382222"	"0.9878048780487805"	"9"	"1"	"0"	"0"
"743"	"Multi-Label Classification"	"0.6710382513661202"	"0.7280425253435011"	"0.30008064516129035"	"122"	"0"	"0"	"1"
"744"	"Multi-Label Classification Of Biomedical Texts"	""	""	"1.0"	"2"	"0"	"0"	"0"
"745"	"Multi-Label Image Classification"	"0.5000000000000001"	"0.8302507494168843"	"0.5201573254670602"	"23"	"1"	"0"	"1"
"746"	"Multi-Label Image Retrieval"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"1"	"0"	"0"
"747"	"Multi-Label Learning"	""	""	"1.0"	"3"	"0"	"0"	"1"
"748"	"Multi-Label Text Classification"	"0.5277777777777778"	"0.8163074435498163"	"0.45714285714285713"	"32"	"0"	"1"	"1"
"749"	"Multi-Labeled Relation Extraction"	""	""	"1.0"	"1"	"0"	"1"	"0"
"750"	"Multi-Modal Document Classification"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"751"	"Multi-Object Tracking"	"0.6955484896661368"	"0.7119292956385598"	"0.34215911398534765"	"296"	"1"	"0"	"0"
"752"	"Multi-Oriented Scene Text Detection"	"0.37142857142857144"	"0.9101663100395065"	"0.7424242424242423"	"14"	"1"	"0"	"0"
"753"	"Multi-Person Pose Estimation"	"0.6825037707390649"	"0.7275197945678717"	"0.29289428076256496"	"156"	"1"	"0"	"0"
"754"	"Multi-Person Pose Estimation and Tracking"	""	""	"1.0"	"7"	"1"	"0"	"0"
"755"	"Multi-Source Unsupervised Domain Adaptation"	"0.1111111111111111"	"0.9910760598382222"	"0.9878048780487805"	"9"	"0"	"0"	"0"
"756"	"Multi-Task Learning"	"0.6828547297297298"	"0.7246565230677232"	"0.22125252525252526"	"148"	"0"	"0"	"1"
"757"	"Multi-View 3D Shape Retrieval"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"758"	"Multi-agent Reinforcement Learning"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"1"
"759"	"Multi-class Classification"	"0.0"	"1.0"	"1.0"	"4"	"0"	"0"	"0"
"760"	"Multi-domain Dialogue State Tracking"	""	""	"1.0"	"21"	"0"	"0"	"0"
"761"	"Multi-future Trajectory Prediction"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"8"	"0"	"0"	"0"
"762"	"Multi-label zero-shot learning"	"0.5714285714285714"	"0.7248340915057598"	"0.6049382716049382"	"7"	"1"	"0"	"1"
"763"	"Multi-modal Subspace Clustering"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"764"	"Multi-object colocalization"	""	""	"1.0"	"1"	"1"	"0"	"0"
"765"	"Multi-object discovery"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"766"	"Multi-target Domain Adaptation"	"0.16666666666666666"	"0.98083403779614"	"0.96"	"12"	"1"	"0"	"0"
"767"	"Multi-tissue Nucleus Segmentation"	"0.8333333333333334"	"0.4138168503036338"	"0.5901639344262296"	"12"	"0"	"0"	"0"
"768"	"Multi-view Subspace Clustering"	"0.4285714285714286"	"0.8322488896002306"	"0.6447368421052632"	"7"	"1"	"0"	"0"
"769"	"Multilingual Machine Comprehension in English Hindi"	""	""	"1.0"	"1"	"0"	"1"	"0"
"770"	"Multilingual Word Embeddings"	"0.7272727272727273"	"0.5462947022805018"	"0.4859437751004016"	"11"	"0"	"0"	"1"
"771"	"Multimodal Abstractive Text Summarization"	""	""	"1.0"	"1"	"0"	"1"	"0"
"772"	"Multimodal Activity Recognition"	"0.4208494208494208"	"0.9001461534947021"	"0.6294252873563216"	"37"	"1"	"0"	"0"
"773"	"Multimodal Deep Learning"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"1"
"774"	"Multimodal Emotion Recognition"	"0.616"	"0.7115502958837499"	"0.41834002677376164"	"25"	"1"	"1"	"0"
"775"	"Multimodal Machine Translation"	"0.5885416666666666"	"0.6527043332315623"	"0.2094926350245499"	"32"	"1"	"1"	"0"
"776"	"Multimodal Sentiment Analysis"	"0.5625"	"0.7601021005862157"	"0.523517382413088"	"32"	"0"	"1"	"0"
"777"	"Multimodal Sleep Stage Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"778"	"Multimodal Text and Image Classification"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"1"	"1"
"779"	"Multimodal Unsupervised Image-To-Image Translation"	"0.35265700483091794"	"0.9282522926277734"	"0.7450704225352114"	"23"	"1"	"0"	"0"
"780"	"Multiple Action Detection"	"0.0"	"1.0"	"1.0"	"4"	"1"	"0"	"0"
"781"	"Multiple Instance Learning"	"0.4666666666666667"	"0.8223773393621181"	"0.5454545454545455"	"12"	"0"	"0"	"1"
"782"	"Multiple Object Forecasting"	""	""	"1.0"	"1"	"1"	"0"	"0"
"783"	"Multiple Object Tracking"	"0.6994818652849741"	"0.7144998088145647"	"0.32680294788559394"	"193"	"1"	"0"	"0"
"784"	"Multivariate Time Series Forecasting"	"0.37777777777777777"	"0.9034968808505093"	"0.75"	"18"	"0"	"0"	"1"
"785"	"Multivariate Time Series Imputation"	"0.2857142857142857"	"0.9417346261113356"	"0.8828828828828829"	"14"	"1"	"0"	"0"
"786"	"Multiview Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"787"	"Multiview Gait Recognition"	""	""	"1.0"	"3"	"1"	"0"	"0"
"788"	"Music Auto-Tagging"	"0.625"	"0.6695919455357793"	"0.5614035087719298"	"8"	"0"	"0"	"0"
"789"	"Music Classification"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"0"	"0"	"0"
"790"	"Music Generation"	"0.3946488294314382"	"0.9166585829545747"	"0.693315858453473"	"46"	"0"	"0"	"0"
"791"	"Music Information Retrieval"	"0.38333333333333336"	"0.9126551924333358"	"0.6713286713286714"	"24"	"0"	"0"	"0"
"792"	"Music Modeling"	"0.39999999999999997"	"0.8804820237218407"	"0.7352941176470587"	"10"	"0"	"0"	"0"
"793"	"Music Source Separation"	"0.7037037037037037"	"0.6307722097879392"	"0.4661125319693094"	"27"	"0"	"0"	"0"
"794"	"Music Transcription"	"0.6428571428571428"	"0.6908140210976048"	"0.593939393939394"	"14"	"0"	"0"	"0"
"795"	"Myocardial infarction detection"	""	""	"1.0"	"4"	"0"	"0"	"1"
"796"	"NER"	""	""	"1.0"	"2"	"0"	"0"	"0"
"797"	"NLP based Person Retrival"	""	""	"1.0"	"1"	"0"	"0"	"0"
"798"	"NMR J-coupling"	""	""	"1.0"	"1"	"0"	"0"	"0"
"799"	"Named Entity Recognition"	"0.7680940703012009"	"0.667319871016951"	"0.11135796605514042"	"558"	"0"	"1"	"0"
"800"	"Named Entity Recognition In Vietnamese"	""	""	"1.0"	"1"	"0"	"1"	"0"
"801"	"Native Language Identification"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"0"	"1"	"0"
"802"	"Natural Language Inference"	"0.8196526095347595"	"0.6318963330699193"	"0.13342281879194634"	"994"	"0"	"1"	"0"
"803"	"Natural Language Inference (Few-Shot)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"804"	"Natural Language Inference (One-Shot)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"805"	"Natural Language Inference (Zero-Shot)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"806"	"Natural Language Moment Retrieval"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"807"	"Natural Language Understanding"	"0.7440645064954456"	"0.5217210452761994"	"0.06431417970513753"	"181"	"0"	"1"	"0"
"808"	"Natural Language Visual Grounding"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"809"	"Nested Mention Recognition"	"0.25"	"0.954434002924965"	"0.9411764705882353"	"16"	"0"	"1"	"0"
"810"	"Nested Named Entity Recognition"	"0.5590909090909091"	"0.7991215709428894"	"0.5326642014439162"	"55"	"0"	"1"	"0"
"811"	"NetHack Score"	""	""	"1.0"	"1"	"0"	"0"	"0"
"812"	"Network Embedding"	"0.0"	"1.0"	"1.0"	"4"	"0"	"0"	"1"
"813"	"Network Intrusion Detection"	""	""	"1.0"	"18"	"0"	"0"	"0"
"814"	"Network Pruning"	"0.32318104906937395"	"0.9260129430743751"	"0.8175823712817055"	"197"	"0"	"0"	"1"
"815"	"Neural Architecture Search"	"0.8063495782567948"	"0.6177787518800968"	"0.21418165262918276"	"776"	"0"	"0"	"1"
"816"	"Neural Network Compression"	"0.28125"	"0.9421631690835512"	"0.9266968325791856"	"64"	"0"	"0"	"1"
"817"	"Neural Rendering"	"0.3"	"0.8983289127685204"	"0.6493506493506491"	"10"	"1"	"0"	"0"
"818"	"News Classification"	""	""	"1.0"	"1"	"0"	"1"	"0"
"819"	"News Generation"	"0.0"	"1.0"	"1.0"	"4"	"0"	"1"	"0"
"820"	"News Retrieval"	""	""	"1.0"	"1"	"0"	"0"	"0"
"821"	"No-Reference Image Quality Assessment"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"822"	"Node Classification"	"0.6729990657116164"	"0.7532949051094726"	"0.33489871896344503"	"676"	"0"	"0"	"0"
"823"	"Node Clustering"	"0.3548387096774194"	"0.8990312602406152"	"0.7909465020576132"	"31"	"0"	"0"	"0"
"824"	"Node Property Prediction"	""	""	"1.0"	"5"	"0"	"0"	"0"
"825"	"Noisy Speech Recognition"	"0.2222222222222222"	"0.9591479170272447"	"0.8999999999999999"	"6"	"0"	"0"	"0"
"826"	"Nonhomogeneous Image Dehazing"	""	""	"1.0"	"1"	"0"	"0"	"0"
"827"	"Novel View Synthesis"	"0.670995670995671"	"0.6712001275211352"	"0.35916886543535625"	"33"	"1"	"0"	"0"
"828"	"Nuclear Segmentation"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	"1"	"0"	"0"
"829"	"Object Classification"	"0.5833333333333334"	"0.6826061944859853"	"0.423529411764706"	"12"	"1"	"0"	"0"
"830"	"Object Counting"	"0.4891774891774892"	"0.8513555199135853"	"0.5842274678111588"	"33"	"1"	"0"	"0"
"831"	"Object Detection"	"0.887510413042715"	"0.4881460295854066"	"0.030327283711726195"	"2467"	"1"	"0"	"0"
"832"	"Object Detection In Aerial Images"	"0.5946843853820598"	"0.7662924227684901"	"0.44361804222648754"	"43"	"1"	"0"	"0"
"833"	"Object Detection In Indoor Scenes"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"834"	"Object Discovery"	""	""	"1.0"	"2"	"1"	"0"	"0"
"835"	"Object Discovery In Videos"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"836"	"Object Localization"	"0.6524390243902439"	"0.7207156964756207"	"0.4331357897449111"	"123"	"1"	"0"	"0"
"837"	"Object Proposal Generation"	"0.4351851851851852"	"0.8778546580922421"	"0.5302782324058919"	"36"	"1"	"0"	"0"
"838"	"Object Recognition"	"0.8284185424300589"	"0.5878999792862897"	"0.13598526330766"	"521"	"1"	"0"	"0"
"839"	"Object Reconstruction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"840"	"Object Skeleton Detection"	""	""	"1.0"	"4"	"1"	"0"	"0"
"841"	"Object Tracking"	"0.7462605087891692"	"0.7199777617148096"	"0.21658512211526426"	"639"	"1"	"0"	"0"
"842"	"Occluded 3D Object Symmetry Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"843"	"Occluded Face Detection"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"844"	"Offline Handwritten Chinese Character Recognition"	"0.0"	"1.0"	"1.0"	"2"	"1"	"1"	"1"
"845"	"Offline RL"	"0.75"	"0.5739245301346731"	"0.37446808510638296"	"44"	"0"	"0"	"0"
"846"	"On-the-Fly Sketch Based Image Retrieval"	""	""	"1.0"	"2"	"1"	"0"	"0"
"847"	"One-Shot 3D Action Recognition"	"0.43137254901960786"	"0.869830708406236"	"0.655328798185941"	"17"	"1"	"0"	"0"
"848"	"One-Shot Instance Segmentation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"849"	"One-Shot Learning"	"0.5606837606837607"	"0.8139247024304036"	"0.4106371490280777"	"78"	"1"	"0"	"1"
"850"	"One-Shot Object Detection"	"0.4666666666666667"	"0.7689635318695062"	"0.3961267605633803"	"15"	"1"	"0"	"0"
"851"	"One-Shot Segmentation"	"0.22916666666666666"	"0.9533522741071693"	"0.7999999999999999"	"12"	"1"	"0"	"0"
"852"	"One-class classifier"	"0.42857142857142855"	"0.8699155297736259"	"0.7777777777777778"	"7"	"0"	"0"	"1"
"853"	"One-shot Unsupervised Domain Adaptation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"854"	"One-shot visual object segmentation"	"0.20155038759689922"	"0.9710759263013768"	"0.9291457286432161"	"86"	"1"	"0"	"0"
"855"	"Online Clustering"	"0.1851851851851852"	"0.9708357627258161"	"0.8901098901098902"	"9"	"1"	"0"	"0"
"856"	"Online Multi-Object Tracking"	"0.4090909090909091"	"0.8657332984762022"	"0.7119973847662633"	"66"	"1"	"0"	"0"
"857"	"Open Information Extraction"	"0.5714285714285714"	"0.72483409150576"	"0.6049382716049382"	"7"	"0"	"1"	"0"
"858"	"Open Knowledge Graph Embedding"	""	""	"1.0"	"1"	"0"	"0"	"0"
"859"	"Open Set Learning"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"860"	"Open World Object Detection"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"861"	"Open-Domain Dialog"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"1"	"0"
"862"	"Open-Domain Question Answering"	"0.6546734066805431"	"0.7926443648018469"	"0.23971962616822426"	"342"	"0"	"1"	"0"
"863"	"OpenAI Gym"	"0.9852941176470589"	"0.06268265300135283"	"0.5074070009876002"	"136"	"0"	"0"	"0"
"864"	"Opinion Mining"	"0.8133333333333334"	"0.437154777320283"	"0.3495525727069351"	"25"	"0"	"1"	"0"
"865"	"Optic Cup Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"866"	"Optic Cup Segmentation"	""	""	"1.0"	"2"	"0"	"0"	"0"
"867"	"Optic Disc Detection"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"868"	"Optic Disc Segmentation"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"869"	"Optical Character Recognition"	"0.7725270324389267"	"0.6224359247065434"	"0.17976340402373636"	"227"	"1"	"1"	"1"
"870"	"Optical Flow Estimation"	"0.8356015242242787"	"0.5418221601064217"	"0.14547873034088837"	"334"	"1"	"0"	"0"
"871"	"Out-of-Distribution Detection"	"0.7254901960784313"	"0.6445838389012155"	"0.37451403887688983"	"204"	"1"	"0"	"0"
"872"	"Outdoor Light Source Estimation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"873"	"Outlier Detection"	"0.6666666666666666"	"0.6759344909044427"	"0.36740934906072537"	"29"	"0"	"0"	"1"
"874"	"Overlapped 10-1"	""	""	"1.0"	"1"	"0"	"0"	"0"
"875"	"Overlapped 100-10"	""	""	"1.0"	"1"	"0"	"0"	"0"
"876"	"Overlapped 100-5"	""	""	"1.0"	"1"	"0"	"0"	"0"
"877"	"Overlapped 100-50"	""	""	"1.0"	"1"	"0"	"0"	"0"
"878"	"Overlapped 15-1"	""	""	"1.0"	"1"	"0"	"0"	"0"
"879"	"Overlapped 15-5"	""	""	"1.0"	"1"	"0"	"0"	"0"
"880"	"Overlapped 19-1"	""	""	"1.0"	"1"	"0"	"0"	"0"
"881"	"Overlapped 50-50"	""	""	"1.0"	"1"	"0"	"0"	"0"
"882"	"Panoptic Segmentation"	"0.74687903572966"	"0.6528788844600039"	"0.1954214559386973"	"202"	"1"	"0"	"0"
"883"	"Paper generation"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"1"	"0"
"884"	"Paper generation (Conclusion-to-title)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"885"	"Paper generation (Title-to-abstract)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"886"	"Paper generation (abstract-to-conclusion)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"887"	"Paraphrase Generation"	"0.2545454545454545"	"0.9613599428104825"	"0.833333333333333"	"20"	"0"	"1"	"0"
"888"	"Paraphrase Identification"	"0.5790209790209789"	"0.8126740551251311"	"0.4697204968944099"	"110"	"0"	"1"	"0"
"889"	"Part-Of-Speech Tagging"	"0.8279569892473118"	"0.5034733578918441"	"0.2351012819258244"	"155"	"0"	"1"	"0"
"890"	"Partial Domain Adaptation"	"0.5666666666666668"	"0.8065281183418118"	"0.44890268233207714"	"90"	"1"	"0"	"1"
"891"	"Passage Re-Ranking"	""	""	"1.0"	"10"	"0"	"1"	"0"
"892"	"Passage Retrieval"	"0.6767676767676768"	"0.6359499429707794"	"0.5205544933078394"	"33"	"0"	"0"	"0"
"893"	"Patch Matching"	"0.4444444444444444"	"0.8527924884900403"	"0.7714285714285714"	"18"	"1"	"0"	"0"
"894"	"Pedestrian Attribute Recognition"	"0.4404761904761905"	"0.8413142230435521"	"0.7056"	"42"	"1"	"0"	"0"
"895"	"Pedestrian Detection"	"0.7777777777777778"	"0.560841776956776"	"0.23191940615058323"	"81"	"1"	"0"	"0"
"896"	"Pedestrian Trajectory Prediction"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"897"	"Person Identification"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"898"	"Person Re-Identification"	"0.8371928405298817"	"0.5915886205880773"	"0.17691108119004692"	"1364"	"1"	"0"	"0"
"899"	"Person Recognition"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"900"	"Person Search"	"0.7058823529411766"	"0.5799191928921807"	"0.44347826086956516"	"51"	"1"	"0"	"0"
"901"	"Personality Trait Recognition"	""	""	"1.0"	"1"	"1"	"0"	"0"
"902"	"Personalized Federated Learning"	"0.5263157894736842"	"0.7996680068017686"	"0.6955684007707129"	"19"	"0"	"0"	"1"
"903"	"Phone-level pronunciation scoring"	""	""	"1.0"	"1"	"0"	"0"	"0"
"904"	"Photo Retouching"	""	""	"1.0"	"1"	"0"	"0"	"0"
"905"	"Photo geolocation estimation"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"1"	"0"	"1"
"906"	"Phrase Grounding"	"0.17142857142857143"	"0.9795359974263657"	"0.9562841530054645"	"35"	"0"	"1"	"0"
"907"	"Phrase Ranking"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"908"	"Phrase Tagging"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"909"	"Physical Attribute Prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"910"	"Pill Classification (Both Sides)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"911"	"Plan2Scene"	""	""	"1.0"	"1"	"1"	"0"	"0"
"912"	"Plane Instance Segmentation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"913"	"Pneumonia Detection"	""	""	"1.0"	"5"	"0"	"0"	"0"
"914"	"Poem meters classification"	""	""	"1.0"	"1"	"0"	"1"	"0"
"915"	"Point Cloud Completion"	"0.6071428571428572"	"0.6989341290084002"	"0.6436781609195402"	"28"	"1"	"0"	"0"
"916"	"Point Cloud Generation"	""	""	"1.0"	"36"	"1"	"0"	"0"
"917"	"Point Cloud Registration"	"0.6170212765957447"	"0.6267686747820971"	"0.5440886699507389"	"47"	"1"	"0"	"0"
"918"	"Point Cloud Super Resolution"	""	""	"1.0"	"2"	"1"	"0"	"0"
"919"	"Point Clouds"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"920"	"Point Processes"	"0.6666666666666666"	"0.6500224216483541"	"0.6923076923076922"	"6"	"0"	"0"	"1"
"921"	"Point Set Upsampling"	""	""	"1.0"	"1"	"1"	"0"	"0"
"922"	"Point cloud classification dataset"	""	""	"1.0"	"1"	"1"	"0"	"0"
"923"	"PointGoal Navigation"	""	""	"1.0"	"2"	"1"	"0"	"0"
"924"	"Polyp Segmentation"	"0.14285714285714285"	"0.9751060324573735"	"0.9423076923076923"	"7"	"1"	"0"	"0"
"925"	"Populist attitude"	""	""	"1.0"	"1"	"0"	"0"	"0"
"926"	"Pose Estimation"	"0.8021612823005447"	"0.6665521083687589"	"0.12310581551429707"	"1246"	"1"	"0"	"0"
"927"	"Pose Prediction"	"0.5535714285714286"	"0.7853816777695024"	"0.45714285714285713"	"32"	"1"	"0"	"0"
"928"	"Pose Retrieval"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"1"	"0"	"0"
"929"	"Pose Tracking"	"0.8095238095238095"	"0.4537163391869449"	"0.6041095890410958"	"21"	"1"	"0"	"0"
"930"	"Pose Transfer"	"0.617391304347826"	"0.7349638326367941"	"0.5096339113680154"	"46"	"1"	"0"	"0"
"931"	"Pose-Guided Image Generation"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"1"	"0"	"0"
"932"	"Predicate Classification"	""	""	"1.0"	"2"	"0"	"0"	"0"
"933"	"Predicate Detection"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"934"	"Predict Future Video Frames"	""	""	"1.0"	"1"	"1"	"0"	"0"
"935"	"Predicting Patient Outcomes"	""	""	"1.0"	"1"	"0"	"0"	"0"
"936"	"Prediction Intervals"	""	""	"1.0"	"2"	"0"	"0"	"0"
"937"	"Prepositional Phrase Attachment"	""	""	"1.0"	"1"	"0"	"1"	"0"
"938"	"Privacy Preserving Deep Learning"	""	""	"1.0"	"1"	"0"	"0"	"1"
"939"	"Probabilistic Deep Learning"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"940"	"Probabilistic Time Series Forecasting"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"941"	"Product Categorization"	""	""	"1.0"	"1"	"0"	"0"	"0"
"942"	"Product Recommendation"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"943"	"Program Repair"	"0.6666666666666666"	"0.5900157193890014"	"0.36"	"15"	"0"	"0"	"0"
"944"	"Program Synthesis"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"0"	"0"	"0"
"945"	"Program induction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"946"	"Prosody Prediction"	""	""	"1.0"	"1"	"0"	"1"	"0"
"947"	"Protein Structure Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"948"	"Provable Adversarial Defense"	""	""	"1.0"	"1"	"0"	"0"	"0"
"949"	"Pulmonary Artery–Vein Classification"	""	""	"1.0"	"2"	"1"	"0"	"0"
"950"	"Q-Learning"	"0.75"	"0.5435644431995964"	"0.64"	"8"	"0"	"0"	"1"
"951"	"Quantization"	"0.8457300275482094"	"0.3880131385413297"	"0.2589026077115327"	"363"	"1"	"0"	"1"
"952"	"Query-Based Extractive Summarization"	""	""	"1.0"	"1"	"0"	"1"	"0"
"953"	"Question Answering"	"0.7422272851929202"	"0.7762856021806086"	"0.12023940312721411"	"3105"	"0"	"1"	"0"
"954"	"Question Generation"	"0.81517094017094"	"0.5384675380186171"	"0.196514801595633"	"156"	"0"	"1"	"0"
"955"	"RGB Salient Object Detection"	"0.6760355029585798"	"0.7639106543929374"	"0.356451958409544"	"624"	"1"	"0"	"0"
"956"	"RGB-D Salient Object Detection"	"0.6512059369202226"	"0.7536431237260333"	"0.3798814672433125"	"154"	"1"	"0"	"0"
"957"	"ROI-based image generation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"958"	"Radar Object Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"959"	"Radiologist Binary Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"960"	"Rain Removal"	"0.7727272727272727"	"0.5246455665662212"	"0.4830339321357284"	"22"	"1"	"0"	"0"
"961"	"Re-Ranking"	""	""	"1.0"	"1"	"0"	"0"	"0"
"962"	"Reading Comprehension"	"0.7260124252185919"	"0.7435739670430194"	"0.1404775101790767"	"1272"	"0"	"1"	"0"
"963"	"Reading Comprehension (Few-Shot)"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"964"	"Reading Comprehension (One-Shot)"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"965"	"Reading Comprehension (Zero-Shot)"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"966"	"Real-Time 3D Semantic Segmentation"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"967"	"Real-Time Multi-Object Tracking"	"0.22727272727272724"	"0.9609557933859344"	"0.8962962962962964"	"11"	"1"	"0"	"0"
"968"	"Real-Time Object Detection"	"0.6938676967648479"	"0.7026544665473411"	"0.2394397420395002"	"109"	"1"	"0"	"0"
"969"	"Real-Time Semantic Segmentation"	"0.6884288747346073"	"0.7107336005281628"	"0.20955579171094574"	"157"	"1"	"0"	"0"
"970"	"Real-Time Strategy Games"	"0.6470588235294118"	"0.6608034791941735"	"0.4722222222222221"	"17"	"0"	"0"	"0"
"971"	"Real-Time Visual Tracking"	"0.3103448275862069"	"0.9332664310433835"	"0.8368159203980101"	"29"	"1"	"0"	"0"
"972"	"Real-time Instance Segmentation"	"0.6078431372549019"	"0.7258303821788833"	"0.5351851851851852"	"17"	"1"	"0"	"0"
"973"	"Reasoning Chain Explanations"	""	""	"1.0"	"1"	"0"	"0"	"0"
"974"	"Recipe Generation"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"0"	"0"	"0"
"975"	"Recognizing And Localizing Human Actions"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"976"	"Recognizing Emotion Cause in Conversations"	""	""	"1.0"	"1"	"0"	"1"	"0"
"977"	"Recommendation Systems"	"0.8438714958051975"	"0.45895028337378935"	"0.07791407833027333"	"362"	"0"	"0"	"0"
"978"	"Rectification"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"979"	"Referring Expression Comprehension"	"0.52"	"0.8033437314357735"	"0.6921373200442967"	"25"	"0"	"0"	"0"
"980"	"Referring Expression Segmentation"	"0.5717299578059072"	"0.8064940861824078"	"0.4815214875395416"	"79"	"1"	"0"	"0"
"981"	"Reflection Removal"	""	""	"1.0"	"1"	"1"	"0"	"0"
"982"	"Region Proposal"	"0.95"	"0.15405767236812593"	"0.35650623885918"	"60"	"0"	"0"	"0"
"983"	"Relation Classification"	"0.6753462603878116"	"0.7000238252974443"	"0.22130946542422752"	"95"	"0"	"1"	"0"
"984"	"Relation Extraction"	"0.679780258727627"	"0.771085660449947"	"0.29893271177083974"	"342"	"0"	"1"	"0"
"985"	"Relational Pattern Learning"	""	""	"1.0"	"1"	"0"	"0"	"0"
"986"	"Relational Reasoning"	"0.44155844155844154"	"0.8723965241975716"	"0.6436170212765958"	"22"	"0"	"1"	"0"
"987"	"Relationship Extraction (Distant Supervised)"	""	""	"1.0"	"8"	"0"	"1"	"0"
"988"	"Remote Sensing Image Classification"	""	""	"1.0"	"2"	"1"	"0"	"0"
"989"	"Replay Grounding"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"990"	"Representation Learning"	""	""	"1.0"	"1"	"0"	"0"	"1"
