""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"448"	"Visual Question Answering"	"2021.0"	"1.0"	"72.0"	"1238.0"	"0.0"	"176.0"	"24.0"	"249.0"	"2015.0"	"0.4090909090909091"	"inf"	"0.2903225806451613"	"1.0"	"37713"	"1"	"1"	"0"
"449"	"Visual Reasoning"	"2017.0"	"1.0"	"2.0"	"1239.0"	"0.0"	"2.0"	"2.0"	"5.0"	"2015.0"	"1.0"	"inf"	"0.5"	"1.0"	"23433"	"1"	"0"	"0"
"451"	"Word Embeddings"	"2018.0"	"2.0"	"8.0"	"1248.0"	"6.0"	"14.0"	"13.0"	"24.0"	"2011.0"	"0.5714285714285714"	"0.3333333333333333"	"0.36363636363636365"	"0.25"	"36748"	"0"	"0"	"1"
"452"	"Word Sense Disambiguation"	"2016.0"	"1.0"	"0.0"	"1250.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"17279"	"0"	"1"	"0"
"453"	"Word Sense Disambiguation"	"2017.0"	"1.0"	"0.0"	"1251.0"	"0.0"	"5.0"	"5.0"	"6.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"23433"	"0"	"1"	"0"
"454"	"Word Sense Disambiguation"	"2018.0"	"1.0"	"0.0"	"1252.0"	"0.0"	"6.0"	"6.0"	"7.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"36748"	"0"	"1"	"0"
"455"	"Word Sense Disambiguation"	"2020.0"	"1.0"	"4.0"	"1253.0"	"0.0"	"13.0"	"1.0"	"18.0"	"2012.0"	"0.3076923076923077"	"inf"	"0.23529411764705882"	"1.0"	"63637"	"0"	"1"	"0"
"456"	"Zero-Shot Learning"	"2009.0"	"1.0"	"0.0"	"1257.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"249"	"1"	"0"	"1"
"457"	"Zero-Shot Learning"	"2019.0"	"1.0"	"123.0"	"1258.0"	"0.0"	"28.0"	"0.0"	"152.0"	"2009.0"	"4.392857142857143"	"inf"	"0.8145695364238411"	"1.0"	"49025"	"1"	"0"	"1"
"459"	"2D Object Detection"	"2016.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2013.0"	"inf"	""	"1.0"	""	"17279"	"1"	"0"	"0"
"460"	"2D Object Detection"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"23433"	"1"	"0"	"0"
"461"	"2D Object Detection"	"2019.0"	"0.0"	"16.0"	"0.0"	"0.0"	"1.0"	"0.0"	"17.0"	"2013.0"	"16.0"	""	"0.9411764705882353"	""	"49025"	"1"	"0"	"0"
"462"	"2D Object Detection"	"2021.0"	"0.0"	"27.0"	"0.0"	"0.0"	"5.0"	"0.0"	"32.0"	"2013.0"	"5.4"	""	"0.84375"	""	"37713"	"1"	"0"	"0"
"475"	"3D Face Reconstruction"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"0"
"476"	"3D Face Reconstruction"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"3.0"	"8.0"	"2014.0"	"1.0"	""	"0.5"	""	"23433"	"1"	"0"	"0"
"477"	"3D Face Reconstruction"	"2018.0"	"0.0"	"7.0"	"0.0"	"3.0"	"4.0"	"3.0"	"11.0"	"2014.0"	"1.75"	"0.0"	"0.6363636363636364"	"0.0"	"36748"	"1"	"0"	"0"
"478"	"3D Face Reconstruction"	"2020.0"	"0.0"	"14.0"	"0.0"	"0.0"	"11.0"	"3.0"	"25.0"	"2014.0"	"1.2727272727272727"	""	"0.56"	""	"63637"	"1"	"0"	"0"
"479"	"3D Face Reconstruction"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"4.0"	"0.0"	"9.0"	"2014.0"	"1.25"	""	"0.5555555555555556"	""	"37713"	"1"	"0"	"0"
"482"	"3D Human Pose Estimation"	"2018.0"	"0.0"	"10.0"	"0.0"	"2.0"	"0.0"	"0.0"	"10.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"36748"	"1"	"0"	"0"
"483"	"3D Human Pose Estimation"	"2020.0"	"0.0"	"42.0"	"0.0"	"0.0"	"1.0"	"0.0"	"43.0"	"2010.0"	"42.0"	""	"0.9767441860465116"	""	"63637"	"1"	"0"	"0"
"490"	"3D Object Detection"	"2015.0"	"0.0"	"6.0"	"0.0"	"0.0"	"1.0"	"0.0"	"7.0"	"2012.0"	"6.0"	""	"0.8571428571428571"	""	"12124"	"1"	"0"	"0"
"491"	"3D Object Detection"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"5.0"	"0.0"	"7.0"	"2012.0"	"0.4"	""	"0.2857142857142857"	""	"17279"	"1"	"0"	"0"
"492"	"3D Object Detection"	"2017.0"	"0.0"	"10.0"	"0.0"	"0.0"	"6.0"	"0.0"	"16.0"	"2012.0"	"1.6666666666666667"	""	"0.625"	""	"23433"	"1"	"0"	"0"
"493"	"3D Object Detection"	"2018.0"	"0.0"	"19.0"	"0.0"	"2.0"	"19.0"	"0.0"	"38.0"	"2012.0"	"1.0"	"0.0"	"0.5"	"0.0"	"36748"	"1"	"0"	"0"
"494"	"3D Object Detection"	"2020.0"	"0.0"	"81.0"	"0.0"	"0.0"	"74.0"	"0.0"	"155.0"	"2012.0"	"1.0945945945945945"	""	"0.5225806451612903"	""	"63637"	"1"	"0"	"0"
"495"	"3D Object Detection"	"2021.0"	"0.0"	"54.0"	"0.0"	"0.0"	"50.0"	"0.0"	"104.0"	"2012.0"	"1.08"	""	"0.5192307692307693"	""	"37713"	"1"	"0"	"0"
"496"	"3D Reconstruction"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2008.0"	"1.0"	""	"0.5"	""	"17279"	"1"	"0"	"0"
"497"	"3D Reconstruction"	"2017.0"	"0.0"	"12.0"	"0.0"	"0.0"	"1.0"	"0.0"	"13.0"	"2008.0"	"12.0"	""	"0.9230769230769231"	""	"23433"	"1"	"0"	"0"
"498"	"3D Reconstruction"	"2020.0"	"0.0"	"38.0"	"0.0"	"0.0"	"10.0"	"8.0"	"48.0"	"2008.0"	"3.8"	""	"0.7916666666666666"	""	"63637"	"1"	"0"	"0"
"499"	"3D Reconstruction"	"2021.0"	"0.0"	"17.0"	"0.0"	"0.0"	"7.0"	"0.0"	"24.0"	"2008.0"	"2.4285714285714284"	""	"0.7083333333333334"	""	"37713"	"1"	"0"	"0"
"500"	"3D Scene Reconstruction"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"0"
"501"	"3D Scene Reconstruction"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	"inf"	""	"1.0"	""	"17279"	"1"	"0"	"0"
"502"	"3D Scene Reconstruction"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2008.0"	"inf"	""	"1.0"	""	"23433"	"1"	"0"	"0"
"503"	"3D Scene Reconstruction"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2008.0"	"inf"	""	"1.0"	""	"36748"	"1"	"0"	"0"
"504"	"3D Scene Reconstruction"	"2019.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2008.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"505"	"3D Scene Reconstruction"	"2020.0"	"0.0"	"15.0"	"0.0"	"0.0"	"0.0"	"0.0"	"15.0"	"2008.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"506"	"3D Scene Reconstruction"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2008.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"507"	"3D Semantic Segmentation"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	"23433"	"1"	"0"	"0"
"508"	"3D Semantic Segmentation"	"2018.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2016.0"	"inf"	""	"1.0"	""	"36748"	"1"	"0"	"0"
"509"	"3D Semantic Segmentation"	"2020.0"	"0.0"	"47.0"	"0.0"	"0.0"	"0.0"	"0.0"	"47.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"522"	"Action Classification"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2.0"	"4.0"	"2009.0"	"1.0"	""	"0.5"	""	"9769"	"1"	"0"	"0"
"523"	"Action Classification"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2009.0"	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"0"
"524"	"Action Classification"	"2016.0"	"0.0"	"10.0"	"0.0"	"0.0"	"3.0"	"0.0"	"13.0"	"2009.0"	"3.3333333333333335"	""	"0.7692307692307693"	""	"17279"	"1"	"0"	"0"
"525"	"Action Classification"	"2020.0"	"0.0"	"65.0"	"0.0"	"0.0"	"33.0"	"7.0"	"98.0"	"2009.0"	"1.9696969696969697"	""	"0.6632653061224489"	""	"63637"	"1"	"0"	"0"
"526"	"Action Classification"	"2021.0"	"0.0"	"55.0"	"0.0"	"0.0"	"39.0"	"7.0"	"94.0"	"2009.0"	"1.4102564102564104"	""	"0.5851063829787234"	""	"37713"	"1"	"0"	"0"
"527"	"Action Detection"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"8.0"	"2.0"	"9.0"	"2012.0"	"0.125"	""	"0.1111111111111111"	""	"17279"	"1"	"0"	"0"
"528"	"Action Detection"	"2017.0"	"0.0"	"12.0"	"0.0"	"0.0"	"23.0"	"9.0"	"35.0"	"2012.0"	"0.5217391304347826"	""	"0.34285714285714286"	""	"23433"	"1"	"0"	"0"
"529"	"Action Detection"	"2018.0"	"0.0"	"26.0"	"0.0"	"3.0"	"32.0"	"0.0"	"58.0"	"2012.0"	"0.8125"	"0.0"	"0.4482758620689655"	"0.0"	"36748"	"1"	"0"	"0"
"530"	"Action Detection"	"2019.0"	"0.0"	"14.0"	"0.0"	"0.0"	"25.0"	"0.0"	"39.0"	"2012.0"	"0.56"	""	"0.358974358974359"	""	"49025"	"1"	"0"	"0"
"531"	"Action Detection"	"2021.0"	"0.0"	"16.0"	"0.0"	"0.0"	"24.0"	"1.0"	"40.0"	"2012.0"	"0.6666666666666666"	""	"0.4"	""	"37713"	"1"	"0"	"0"
"534"	"Action Recognition"	"2019.0"	"0.0"	"90.0"	"0.0"	"0.0"	"103.0"	"23.0"	"193.0"	"2008.0"	"0.8737864077669902"	""	"0.46632124352331605"	""	"49025"	"1"	"0"	"0"
"549"	"Adversarial Defense"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"12124"	"0"	"0"	"0"
"550"	"Adversarial Defense"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"17279"	"0"	"0"	"0"
"551"	"Adversarial Defense"	"2017.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	"23433"	"0"	"0"	"0"
"552"	"Adversarial Defense"	"2018.0"	"0.0"	"24.0"	"0.0"	"0.0"	"0.0"	"0.0"	"24.0"	"2015.0"	"inf"	""	"1.0"	""	"36748"	"0"	"0"	"0"
"553"	"Adversarial Defense"	"2019.0"	"0.0"	"54.0"	"0.0"	"0.0"	"0.0"	"0.0"	"54.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"554"	"Adversarial Defense"	"2020.0"	"0.0"	"35.0"	"0.0"	"0.0"	"0.0"	"0.0"	"35.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"555"	"Adversarial Defense"	"2021.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"556"	"Anomaly Detection"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2008.0"	"inf"	""	"1.0"	""	"9769"	"1"	"0"	"1"
"557"	"Anomaly Detection"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"3.0"	"2.0"	"7.0"	"2008.0"	"1.3333333333333333"	""	"0.5714285714285714"	""	"17279"	"1"	"0"	"1"
"558"	"Anomaly Detection"	"2020.0"	"0.0"	"70.0"	"0.0"	"0.0"	"25.0"	"3.0"	"95.0"	"2008.0"	"2.8"	""	"0.7368421052631579"	""	"63637"	"1"	"0"	"1"
"560"	"Autonomous Driving"	"2018.0"	"0.0"	"2.0"	"0.0"	"6.0"	"13.0"	"13.0"	"15.0"	"2009.0"	"0.15384615384615385"	"0.0"	"0.13333333333333333"	"0.0"	"36748"	"1"	"0"	"0"
"561"	"Autonomous Driving"	"2019.0"	"0.0"	"21.0"	"0.0"	"0.0"	"38.0"	"30.0"	"59.0"	"2009.0"	"0.5526315789473685"	""	"0.3559322033898305"	""	"49025"	"1"	"0"	"0"
"562"	"Autonomous Driving"	"2021.0"	"0.0"	"30.0"	"0.0"	"0.0"	"55.0"	"4.0"	"85.0"	"2009.0"	"0.5454545454545454"	""	"0.35294117647058826"	""	"37713"	"1"	"0"	"0"
"567"	"Autonomous Vehicles"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"33.0"	"31.0"	"34.0"	"2015.0"	"0.030303030303030304"	""	"0.029411764705882353"	""	"49025"	"1"	"0"	"0"
"579"	"Computed Tomography (CT)"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"14.0"	"1.0"	"15.0"	"2013.0"	"0.07142857142857142"	""	"0.06666666666666667"	""	"63637"	"0"	"0"	"1"
"580"	"Computed Tomography (CT)"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"8.0"	"0.0"	"9.0"	"2013.0"	"0.125"	""	"0.1111111111111111"	""	"37713"	"0"	"0"	"1"
"581"	"Constituency Parsing"	"2004.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"11"	"0"	"1"	"0"
"582"	"Constituency Parsing"	"2006.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"9"	"0"	"1"	"0"
"583"	"Constituency Parsing"	"2012.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	"inf"	""	"1.0"	""	"4725"	"0"	"1"	"0"
"584"	"Constituency Parsing"	"2013.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	"inf"	""	"1.0"	""	"6815"	"0"	"1"	"0"
"585"	"Constituency Parsing"	"2014.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2004.0"	"inf"	""	"1.0"	""	"9769"	"0"	"1"	"0"
"586"	"Constituency Parsing"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	"inf"	""	"1.0"	""	"12124"	"0"	"1"	"0"
"587"	"Constituency Parsing"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2004.0"	"inf"	""	"1.0"	""	"17279"	"0"	"1"	"0"
"588"	"Constituency Parsing"	"2017.0"	"0.0"	"7.0"	"0.0"	"2.0"	"0.0"	"0.0"	"7.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"23433"	"0"	"1"	"0"
"589"	"Constituency Parsing"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2004.0"	"inf"	""	"1.0"	""	"36748"	"0"	"1"	"0"
"590"	"Constituency Parsing"	"2019.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2004.0"	"inf"	""	"1.0"	""	"49025"	"0"	"1"	"0"
"591"	"Constituency Parsing"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2004.0"	"inf"	""	"1.0"	""	"63637"	"0"	"1"	"0"
"592"	"Constituency Parsing"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2004.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"597"	"Continual Learning"	"2016.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"1994.0"	"inf"	""	"1.0"	""	"17279"	"1"	"0"	"1"
"598"	"Continual Learning"	"2017.0"	"0.0"	"9.0"	"0.0"	"5.0"	"0.0"	"0.0"	"9.0"	"1994.0"	"inf"	"0.0"	"1.0"	"0.0"	"23433"	"1"	"0"	"1"
"599"	"Continual Learning"	"2018.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"0.0"	"23.0"	"1994.0"	"inf"	""	"1.0"	""	"36748"	"1"	"0"	"1"
"600"	"Continual Learning"	"2019.0"	"0.0"	"51.0"	"0.0"	"0.0"	"0.0"	"0.0"	"51.0"	"1994.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"1"
"601"	"Continual Learning"	"2020.0"	"0.0"	"137.0"	"0.0"	"0.0"	"0.0"	"0.0"	"137.0"	"1994.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"1"
"602"	"Continual Learning"	"2021.0"	"0.0"	"99.0"	"0.0"	"0.0"	"0.0"	"0.0"	"99.0"	"1994.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"1"
"603"	"Continuous Control"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"0.0"	"4.0"	"2012.0"	"1.0"	""	"0.5"	""	"17279"	"1"	"0"	"0"
"604"	"Continuous Control"	"2017.0"	"0.0"	"26.0"	"0.0"	"0.0"	"12.0"	"0.0"	"38.0"	"2012.0"	"2.1666666666666665"	""	"0.6842105263157895"	""	"23433"	"1"	"0"	"0"
"605"	"Continuous Control"	"2019.0"	"0.0"	"46.0"	"0.0"	"0.0"	"52.0"	"6.0"	"98.0"	"2012.0"	"0.8846153846153846"	""	"0.46938775510204084"	""	"49025"	"1"	"0"	"0"
"606"	"Continuous Control"	"2020.0"	"0.0"	"58.0"	"0.0"	"0.0"	"71.0"	"18.0"	"129.0"	"2012.0"	"0.8169014084507042"	""	"0.4496124031007752"	""	"63637"	"1"	"0"	"0"
"607"	"Continuous Control"	"2021.0"	"0.0"	"34.0"	"0.0"	"0.0"	"40.0"	"0.0"	"74.0"	"2012.0"	"0.85"	""	"0.4594594594594595"	""	"37713"	"1"	"0"	"0"
"608"	"Coreference Resolution"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"30.0"	"10.0"	"32.0"	"2009.0"	"0.06666666666666667"	""	"0.0625"	""	"63637"	"0"	"1"	"0"
"609"	"Cross-Domain Few-Shot"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2019.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"1"
"610"	"Cross-Domain Few-Shot"	"2020.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"	"0.0"	"16.0"	"2019.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"1"
"611"	"Cross-Domain Few-Shot"	"2021.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"0.0"	"23.0"	"2019.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"1"
"612"	"Cross-Lingual Transfer"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"49025"	"0"	"1"	"0"
"613"	"Cross-Lingual Transfer"	"2020.0"	"0.0"	"30.0"	"0.0"	"0.0"	"2.0"	"0.0"	"32.0"	"2013.0"	"15.0"	""	"0.9375"	""	"63637"	"0"	"1"	"0"
"614"	"Cross-Lingual Transfer"	"2021.0"	"0.0"	"21.0"	"0.0"	"0.0"	"3.0"	"0.0"	"24.0"	"2013.0"	"7.0"	""	"0.875"	""	"37713"	"0"	"1"	"0"
"615"	"Data Augmentation"	"2018.0"	"0.0"	"1.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"36748"	"1"	"1"	"1"
"616"	"Data Augmentation"	"2020.0"	"0.0"	"12.0"	"0.0"	"0.0"	"1.0"	"0.0"	"13.0"	"2012.0"	"12.0"	""	"0.9230769230769231"	""	"63637"	"1"	"1"	"1"
"617"	"Data Augmentation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"1"	"1"	"1"
"619"	"Deblurring"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"28.0"	"3.0"	"29.0"	"2006.0"	"0.03571428571428571"	""	"0.034482758620689655"	""	"37713"	"1"	"0"	"0"
"620"	"Density Estimation"	"2012.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2007.0"	"inf"	""	"1.0"	""	"4725"	"0"	"0"	"1"
"621"	"Density Estimation"	"2013.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2007.0"	"inf"	""	"1.0"	""	"6815"	"0"	"0"	"1"
"622"	"Density Estimation"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2007.0"	"inf"	""	"1.0"	""	"9769"	"0"	"0"	"1"
"623"	"Density Estimation"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2007.0"	"inf"	""	"1.0"	""	"12124"	"0"	"0"	"1"
"624"	"Density Estimation"	"2016.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2007.0"	"inf"	""	"1.0"	""	"17279"	"0"	"0"	"1"
"625"	"Density Estimation"	"2017.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2007.0"	"inf"	""	"1.0"	""	"23433"	"0"	"0"	"1"
"626"	"Density Estimation"	"2018.0"	"0.0"	"22.0"	"0.0"	"2.0"	"0.0"	"0.0"	"22.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"36748"	"0"	"0"	"1"
"627"	"Density Estimation"	"2019.0"	"0.0"	"47.0"	"0.0"	"0.0"	"0.0"	"0.0"	"47.0"	"2007.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"628"	"Density Estimation"	"2020.0"	"0.0"	"22.0"	"0.0"	"0.0"	"0.0"	"0.0"	"22.0"	"2007.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"1"
"629"	"Density Estimation"	"2021.0"	"0.0"	"27.0"	"0.0"	"0.0"	"0.0"	"0.0"	"27.0"	"2007.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"1"
"630"	"Dependency Parsing"	"2004.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"11"	"0"	"1"	"0"
"631"	"Dependency Parsing"	"2010.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	"349"	"0"	"1"	"0"
"632"	"Dependency Parsing"	"2012.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2004.0"	"inf"	""	"1.0"	""	"4725"	"0"	"1"	"0"
"633"	"Dependency Parsing"	"2013.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2004.0"	"inf"	""	"1.0"	""	"6815"	"0"	"1"	"0"
"634"	"Dependency Parsing"	"2014.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"	"0.0"	"16.0"	"2004.0"	"inf"	""	"1.0"	""	"9769"	"0"	"1"	"0"
"635"	"Dependency Parsing"	"2015.0"	"0.0"	"24.0"	"0.0"	"0.0"	"0.0"	"0.0"	"24.0"	"2004.0"	"inf"	""	"1.0"	""	"12124"	"0"	"1"	"0"
"636"	"Dependency Parsing"	"2016.0"	"0.0"	"19.0"	"0.0"	"0.0"	"0.0"	"0.0"	"19.0"	"2004.0"	"inf"	""	"1.0"	""	"17279"	"0"	"1"	"0"
"637"	"Dependency Parsing"	"2017.0"	"0.0"	"14.0"	"0.0"	"2.0"	"0.0"	"0.0"	"14.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"23433"	"0"	"1"	"0"
"638"	"Dependency Parsing"	"2018.0"	"0.0"	"16.0"	"0.0"	"2.0"	"0.0"	"0.0"	"16.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"36748"	"0"	"1"	"0"
"639"	"Dependency Parsing"	"2019.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2004.0"	"inf"	""	"1.0"	""	"49025"	"0"	"1"	"0"
"640"	"Dependency Parsing"	"2020.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2004.0"	"inf"	""	"1.0"	""	"63637"	"0"	"1"	"0"
"641"	"Dependency Parsing"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2004.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"642"	"Depth Estimation"	"2014.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2009.0"	"inf"	""	"1.0"	""	"9769"	"1"	"0"	"0"
"643"	"Depth Estimation"	"2015.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2009.0"	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"0"
"644"	"Depth Estimation"	"2018.0"	"0.0"	"265.0"	"0.0"	"1.0"	"2.0"	"0.0"	"267.0"	"2009.0"	"132.5"	"0.0"	"0.9925093632958801"	"0.0"	"36748"	"1"	"0"	"0"
"645"	"Depth Estimation"	"2021.0"	"0.0"	"287.0"	"0.0"	"0.0"	"10.0"	"2.0"	"297.0"	"2009.0"	"28.7"	""	"0.9663299663299664"	""	"37713"	"1"	"0"	"0"
"647"	"Document Classification"	"2012.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2010.0"	"inf"	""	"1.0"	""	"4725"	"0"	"1"	"0"
"648"	"Document Classification"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	"6815"	"0"	"1"	"0"
