""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"conversion_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"2662"	"Topological Data Analysis"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"2663"	"Trajectory Forecasting"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2664"	"Trajectory Forecasting"	"2020.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"	"0.0"	"16.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2665"	"Trajectory Forecasting"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2666"	"Trajectory Prediction"	"2019.0"	"0.0"	"3.0"	"0.0"	"3.0"	"1.0"	"0.0"	"4.0"	"2012.0"	"3.0"	"0.0"	"0.75"	"0.0"	"0.0"	"49025"	"1"	"0"	"0"
"2667"	"Trajectory Prediction"	"2020.0"	"0.0"	"39.0"	"0.0"	"0.0"	"8.0"	"0.0"	"47.0"	"2012.0"	"4.875"	""	"0.8297872340425532"	""	"0.0"	"63637"	"1"	"0"	"0"
"2668"	"Trajectory Prediction"	"2021.0"	"0.0"	"17.0"	"0.0"	"0.0"	"1.0"	"0.0"	"18.0"	"2012.0"	"17.0"	""	"0.9444444444444444"	""	"0.0"	"37713"	"1"	"0"	"0"
"2669"	"Transfer Learning"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"10.0"	"0.0"	"11.0"	"2007.0"	"0.1"	""	"0.09090909090909091"	""	"0.0"	"63637"	"0"	"0"	"1"
"2670"	"Transition-Based Dependency Parsing"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"6815"	"0"	"1"	"0"
"2671"	"Transition-Based Dependency Parsing"	"2014.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"1"	"0"
"2672"	"Transition-Based Dependency Parsing"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2012.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"1"	"0"
"2673"	"Transition-Based Dependency Parsing"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"1"	"0"
"2674"	"Transition-Based Dependency Parsing"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"1"	"0"
"2675"	"Transition-Based Dependency Parsing"	"2019.0"	"0.0"	"1.0"	"0.0"	"3.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"49025"	"0"	"1"	"0"
"2676"	"Transliteration"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"1"	"0"
"2677"	"Tumor Segmentation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2678"	"Unconstrained Lip-synchronization"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2679"	"Unconstrained Lip-synchronization"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2680"	"Universal Domain Adaptation"	"2019.0"	"0.0"	"6.0"	"0.0"	"4.0"	"0.0"	"0.0"	"6.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"49025"	"1"	"0"	"0"
"2681"	"Universal Domain Adaptation"	"2020.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2682"	"Universal Domain Adaptation"	"2021.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2019.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2683"	"Unseen Object Instance Segmentation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2684"	"Unseen Object Instance Segmentation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2685"	"Unsupervised Anomaly Detection"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"1"
"2686"	"Unsupervised Anomaly Detection"	"2020.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"1"
"2687"	"Unsupervised Anomaly Detection"	"2021.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"1"
"2688"	"Unsupervised Dependency Parsing"	"2004.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"11"	"0"	"1"	"0"
"2689"	"Unsupervised Dependency Parsing"	"2009.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"249"	"0"	"1"	"0"
"2690"	"Unsupervised Dependency Parsing"	"2010.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"349"	"0"	"1"	"0"
"2691"	"Unsupervised Dependency Parsing"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"6815"	"0"	"1"	"0"
"2692"	"Unsupervised Dependency Parsing"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"1"	"0"
"2693"	"Unsupervised Dependency Parsing"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"1"	"0"
"2694"	"Unsupervised Domain Adaptation"	"2012.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	""	"1.0"	""	""	"4725"	"1"	"0"	"1"
"2695"	"Unsupervised Domain Adaptation"	"2014.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2012.0"	"inf"	""	"1.0"	""	""	"9769"	"1"	"0"	"1"
"2696"	"Unsupervised Domain Adaptation"	"2015.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2012.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"1"
"2697"	"Unsupervised Domain Adaptation"	"2016.0"	"0.0"	"46.0"	"0.0"	"0.0"	"0.0"	"0.0"	"46.0"	"2012.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"1"
"2698"	"Unsupervised Domain Adaptation"	"2018.0"	"0.0"	"137.0"	"0.0"	"0.0"	"0.0"	"0.0"	"137.0"	"2012.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"1"
"2699"	"Unsupervised Domain Adaptation"	"2020.0"	"0.0"	"369.0"	"0.0"	"0.0"	"0.0"	"0.0"	"369.0"	"2012.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"1"
"2700"	"Unsupervised Domain Adaptation"	"2021.0"	"0.0"	"268.0"	"0.0"	"0.0"	"0.0"	"0.0"	"268.0"	"2012.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"1"
"2701"	"Unsupervised Facial Landmark Detection"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2702"	"Unsupervised Facial Landmark Detection"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2017.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2703"	"Unsupervised Facial Landmark Detection"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2704"	"Unsupervised Facial Landmark Detection"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2705"	"Unsupervised Image Classification"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"1"
"2706"	"Unsupervised Image Classification"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"1"
"2707"	"Unsupervised Image Classification"	"2018.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"1"
"2708"	"Unsupervised Image Classification"	"2020.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2015.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"1"
"2709"	"Unsupervised Image Classification"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"1"
"2710"	"Unsupervised Image-To-Image Translation"	"2014.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	""	"9769"	"1"	"0"	"0"
"2711"	"Unsupervised Image-To-Image Translation"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"2712"	"Unsupervised Image-To-Image Translation"	"2017.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2014.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2713"	"Unsupervised Image-To-Image Translation"	"2018.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2014.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2714"	"Unsupervised Image-To-Image Translation"	"2020.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2014.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2715"	"Unsupervised Image-To-Image Translation"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2716"	"Unsupervised KG-to-text"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"2717"	"Unsupervised MNIST"	"2015.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"0"	"1"
"2718"	"Unsupervised MNIST"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"1"
"2719"	"Unsupervised MNIST"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"1"
"2720"	"Unsupervised MNIST"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2015.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"0"	"1"
"2721"	"Unsupervised MNIST"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"1"
"2722"	"Unsupervised MNIST"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"1"
"2723"	"Unsupervised Person Re-Identification"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2724"	"Unsupervised Person Re-Identification"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2725"	"Unsupervised Person Re-Identification"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2017.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2726"	"Unsupervised Person Re-Identification"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2017.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2727"	"Unsupervised Person Re-Identification"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2017.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2728"	"Unsupervised Representation Learning"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"1"
"2729"	"Unsupervised Representation Learning"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"1"
"2730"	"Unsupervised Representation Learning"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"1"
"2731"	"Unsupervised Semantic Segmentation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2732"	"Unsupervised Semantic Segmentation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2733"	"Unsupervised Semantic Segmentation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2734"	"Unsupervised semantic parsing"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"2735"	"Valence Estimation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"2736"	"Vehicle Key-Point and Orientation Estimation"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2737"	"Vehicle Pose Estimation"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"0"
"2738"	"Vehicle Pose Estimation"	"2016.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2015.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"2739"	"Vehicle Pose Estimation"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2740"	"Vehicle Pose Estimation"	"2018.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2741"	"Vehicle Pose Estimation"	"2019.0"	"0.0"	"27.0"	"0.0"	"0.0"	"0.0"	"0.0"	"27.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2742"	"Vehicle Pose Estimation"	"2020.0"	"0.0"	"36.0"	"0.0"	"0.0"	"0.0"	"0.0"	"36.0"	"2015.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2743"	"Vehicle Pose Estimation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2744"	"Video Alignment"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2745"	"Video Captioning"	"2016.0"	"0.0"	"13.0"	"0.0"	"0.0"	"0.0"	"0.0"	"13.0"	"2012.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"2746"	"Video Captioning"	"2017.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2012.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2747"	"Video Classification"	"2019.0"	"0.0"	"28.0"	"0.0"	"0.0"	"61.0"	"0.0"	"89.0"	"2012.0"	"0.45901639344262296"	""	"0.3146067415730337"	""	"0.0"	"49025"	"1"	"0"	"0"
"2748"	"Video Classification"	"2020.0"	"0.0"	"31.0"	"0.0"	"10.0"	"79.0"	"0.0"	"110.0"	"2012.0"	"0.3924050632911392"	"0.0"	"0.2818181818181818"	"0.0"	"0.0"	"63637"	"1"	"0"	"0"
"2749"	"Video Classification"	"2021.0"	"0.0"	"21.0"	"0.0"	"0.0"	"62.0"	"0.0"	"83.0"	"2012.0"	"0.3387096774193548"	""	"0.25301204819277107"	""	"0.0"	"37713"	"1"	"0"	"0"
"2750"	"Video Compression"	"2017.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2013.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2751"	"Video Compression"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2013.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2752"	"Video Compression"	"2020.0"	"0.0"	"8.0"	"0.0"	"6.0"	"2.0"	"0.0"	"10.0"	"2013.0"	"4.0"	"0.0"	"0.8"	"0.0"	"0.0"	"63637"	"1"	"0"	"0"
"2753"	"Video Compressive Sensing"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2011.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"2754"	"Video Compressive Sensing"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2011.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2755"	"Video Denoising"	"2019.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2014.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2756"	"Video Denoising"	"2020.0"	"0.0"	"3.0"	"0.0"	"2.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"63637"	"1"	"0"	"0"
"2757"	"Video Description"	"2017.0"	"0.0"	"5.0"	"0.0"	"0.0"	"1.0"	"1.0"	"6.0"	"2012.0"	"5.0"	""	"0.8333333333333334"	""	"1.0"	"23433"	"1"	"0"	"0"
"2758"	"Video Description"	"2018.0"	"0.0"	"22.0"	"0.0"	"0.0"	"6.0"	"0.0"	"28.0"	"2012.0"	"3.6666666666666665"	""	"0.7857142857142857"	""	"0.0"	"36748"	"1"	"0"	"0"
"2759"	"Video Description"	"2020.0"	"0.0"	"4.0"	"0.0"	"8.0"	"8.0"	"1.0"	"12.0"	"2012.0"	"0.5"	"0.0"	"0.3333333333333333"	"0.0"	"0.125"	"63637"	"1"	"0"	"0"
"2760"	"Video Description"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"1.0"	"0.0"	"4.0"	"2012.0"	"3.0"	""	"0.75"	""	"0.0"	"37713"	"1"	"0"	"0"
"2761"	"Video Enhancement"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"2762"	"Video Frame Interpolation"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2763"	"Video Frame Interpolation"	"2018.0"	"0.0"	"22.0"	"0.0"	"0.0"	"0.0"	"0.0"	"22.0"	"2017.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2764"	"Video Frame Interpolation"	"2019.0"	"0.0"	"15.0"	"0.0"	"0.0"	"0.0"	"0.0"	"15.0"	"2017.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2765"	"Video Frame Interpolation"	"2020.0"	"0.0"	"30.0"	"0.0"	"4.0"	"0.0"	"0.0"	"30.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"63637"	"1"	"0"	"0"
"2766"	"Video Generation"	"2016.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2016.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"2767"	"Video Generation"	"2017.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2016.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2768"	"Video Generation"	"2018.0"	"0.0"	"20.0"	"0.0"	"0.0"	"0.0"	"0.0"	"20.0"	"2016.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2769"	"Video Generation"	"2019.0"	"0.0"	"31.0"	"0.0"	"0.0"	"0.0"	"0.0"	"31.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2770"	"Video Generation"	"2020.0"	"0.0"	"24.0"	"0.0"	"9.0"	"0.0"	"0.0"	"24.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"63637"	"1"	"0"	"0"
"2771"	"Video Generation"	"2021.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2772"	"Video Inpainting"	"2019.0"	"0.0"	"16.0"	"0.0"	"0.0"	"1.0"	"0.0"	"17.0"	"2013.0"	"16.0"	""	"0.9411764705882353"	""	"0.0"	"49025"	"1"	"0"	"0"
"2773"	"Video Inpainting"	"2020.0"	"0.0"	"6.0"	"0.0"	"3.0"	"0.0"	"0.0"	"6.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"63637"	"1"	"0"	"0"
"2774"	"Video Inpainting"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"2.0"	"0.0"	"8.0"	"2013.0"	"3.0"	""	"0.75"	""	"0.0"	"37713"	"1"	"0"	"0"
"2775"	"Video Object Detection"	"2017.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2016.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"2776"	"Video Object Detection"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2016.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"2777"	"Video Object Detection"	"2019.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"0.0"	"23.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"2778"	"Video Object Detection"	"2020.0"	"0.0"	"37.0"	"0.0"	"1.0"	"0.0"	"0.0"	"37.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"63637"	"1"	"0"	"0"
"2779"	"Video Object Detection"	"2021.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"2780"	"Video Object Segmentation"	"2018.0"	"0.0"	"10.0"	"0.0"	"0.0"	"70.0"	"14.0"	"80.0"	"2013.0"	"0.14285714285714285"	""	"0.125"	""	"0.2"	"36748"	"1"	"0"	"0"
"2781"	"Video Object Segmentation"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"89.0"	"0.0"	"93.0"	"2013.0"	"0.0449438202247191"	""	"0.043010752688172046"	""	"0.0"	"49025"	"1"	"0"	"0"
"2782"	"Video Object Segmentation"	"2020.0"	"0.0"	"10.0"	"0.0"	"6.0"	"93.0"	"0.0"	"103.0"	"2013.0"	"0.10752688172043011"	"0.0"	"0.0970873786407767"	"0.0"	"0.0"	"63637"	"1"	"0"	"0"
"2783"	"Video Prediction"	"2015.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"0"
"2784"	"Video Prediction"	"2018.0"	"0.0"	"25.0"	"0.0"	"0.0"	"1.0"	"0.0"	"26.0"	"2015.0"	"25.0"	""	"0.9615384615384616"	""	"0.0"	"36748"	"1"	"0"	"0"
"2785"	"Video Prediction"	"2019.0"	"0.0"	"24.0"	"0.0"	"0.0"	"2.0"	"0.0"	"26.0"	"2015.0"	"12.0"	""	"0.9230769230769231"	""	"0.0"	"49025"	"1"	"0"	"0"
